Lista;Grupo;FamIlia;Especie.Simplificado;NomeComum;CategoriaAmeaCa;Status;Bioma;PrincipaisAmeacas;PresencaAreasProtegidas;PAN;OrdenamentoPesqueiro ;Nivel.Protecao.Estrategia.Nacional;Especie.exclusiva.Brasil;EstadosOcorrencia
Fauna;Peixes Continentais;Rivulidae;Hypsolebias trilineatus;Peixe-anual;Vulnerável (VU);VU;Cerrado;Agropecuária;Não;Sim;Não;1;Sim;MG
Fauna;Peixes Continentais;Rivulidae;Hypsolebias virgulatus;Peixe-anual;Criticamente em Perigo (CR);CR;Cerrado;Agropecuária;Não;Não;Não;1;Sim;MG
Flora;Angiospermas;Lamiaceae;Hyptidendron claussenii;-;Em Perigo (EN);EN;Cerrado;Vazio;Sim;Sim;Não;2;Sim;MG
Flora;Angiospermas;Lamiaceae;Hyptidendron conspersum;-;Em Perigo (EN);EN;Cerrado;Vazio;Sim;Não;Não;2;Sim;BA
Flora;Angiospermas;Lamiaceae;Hyptis alpestris;-;Em Perigo (EN);EN;Cerrado;Vazio;Sim;Não;Não;2;Sim;"MG; SP"
Flora;Angiospermas;Lamiaceae;Hyptis angustifolia;-;Em Perigo (EN);EN;Cerrado;Vazio;Sim;Não;Não;2;Sim;GO
Flora;Angiospermas;Lamiaceae;Hyptis arenaria;-;Vulnerável (VU);VU;Cerrado;Vazio;Sim;Não;Não;2;Sim;TO
Flora;Angiospermas;Lamiaceae;Hyptis bahiensis;-;Em Perigo (EN);EN;Caatinga;Perda de Habitat/Degradação (Induzida por Humanos), Poluição;Sim;Não;Não;2;Sim;BA
Flora;Angiospermas;Lamiaceae;Hyptis colligata;-;Em Perigo (EN);EN;Cerrado;Vazio;Sim;Sim;Não;2;Sim;GO
Flora;Angiospermas;Lamiaceae;Hyptis cruciformis;-;Em Perigo (EN);EN;Cerrado;Vazio;Sim;Sim;Não;3;Sim;GO
Flora;Angiospermas;Lamiaceae;Hyptis frondosa;-;Vulnerável (VU);VU;Cerrado;Vazio;Sim;Não;Não;2;Sim;"GO; MT"
Flora;Angiospermas;Lamiaceae;Hyptis hamatidens;-;Vulnerável (VU);VU;Cerrado;Vazio;Sim;Não;Não;2;Sim;"GO; MT"
Flora;Angiospermas;Lamiaceae;Hyptis imbricatiformis;-;Em Perigo (EN);EN;Cerrado;Vazio;Sim;Sim;Não;3;Sim;"GO; TO"
Flora;Angiospermas;Lamiaceae;Hyptis pachyphylla;-;Vulnerável (VU);VU;Cerrado;Vazio;Sim;Sim;Não;3;Sim;GO
Flora;Angiospermas;Lamiaceae;Hyptis penaeoides;-;Em Perigo (EN);EN;Cerrado;Vazio;Sim;Sim;Não;3;Sim;"GO; TO"
Flora;Angiospermas;Lamiaceae;Hyptis rhypidiophylla;-;Em Perigo (EN);EN;Cerrado;Agropecuária;Sim;Não;Não;2;Sim;MG
Flora;Angiospermas;Asteraceae;Hysterionica pinnatiloba;margaridinha-do-perau;Em Perigo (EN);EN;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos), Desenvolvimento e Infraestrutura;Não;Não;Não;1;Informação não disponível;RS
Flora;Angiospermas;Asteraceae;Hysterionica pinnatisecta;-;Criticamente em Perigo (CR);CR;Mata Atlântica;Mineração;Sim;Não;Não;2;Informação não disponível;SC
Fauna;Invertebrados Terrestres;Corinnidae;Ianduba paubrasil;Aranha-formiga;Em Perigo (EN);EN;Mata Atlântica;"Extracao Florestal; Queimadas";Sim;Não;Não;3;Sim;"BA; ES"
Fauna;Invertebrados Terrestres;Gonyleptidae;Iandumoema setimapocu;Opilião;Em Perigo (EN);EN;Cerrado;"Agropecuária; Mineracao";Não;Não;Não;1;Sim;MG
Fauna;Invertebrados Terrestres;Gonyleptidae;Iandumoema uai;Opilião;Criticamente em Perigo (CR);CR;"Caatinga; Cerrado";"Agropecuária; Outras Atividades Econômicas: Barrages Abastecimento/Drenagem";Sim;Sim;Não;3;Sim;MG
Flora;Angiospermas;Asteraceae;Ianthopappus corymbosus;-;Criticamente em Perigo (CR);CR;Pampa;Agropecuária, Espécies Invasoras;Não;Não;Não;1;Não;RS
Flora;Angiospermas;Asteraceae;Ichthyothere elliptica;-;Em Perigo (EN);EN;Cerrado;Perda de Habitat/Degradação (Induzida por Humanos), Agropecuária;Sim;Sim;Não;2;Informação não disponível;"DF; GO; MG"
Fauna;Invertebrados Terrestres;Ideoroncidae;Ideoroncus cavicola;Pseudoescorpião;Vulnerável (VU);VU;Mata Atlântica;"Assentamento Humano:cidades; Poluição";Sim;Não;Não;3;Sim;"PR; SP"
Flora;Angiospermas;Plantaginaceae;Ildefonsia bibracteata;-;Criticamente em Perigo (CR);CR;Mata Atlântica;Desenvolvimento e Infraestrutura, Plantação de Madereiras, Agropecuária;Sim;Sim;Não;2;Sim;RJ
Flora;Angiospermas;Aquifoliaceae;Ilex auricula;-;Criticamente em Perigo (CR);CR;"Caatinga; Cerrado";Agropecuária, Mineração, Queimadas;Não;Não;Não;1;Sim;BA
Flora;Angiospermas;Aquifoliaceae;Ilex loranthoides;-;Vulnerável (VU);VU;"Cerrado; Mata Atlântica";Mineração, Queimadas;Sim;Não;Não;2;Sim;"MG; RJ"
Flora;Angiospermas;Aquifoliaceae;Ilex prostrata;-;Criticamente em Perigo (CR);CR;Cerrado;Mineração, Turismo/Recreação, Assentamentos Humanos: Cidades;Sim;Sim;Não;3;Sim;MG
Flora;Angiospermas;Fabaceae;Inga aptera;ingá preta;Vulnerável (VU);VU;Mata Atlântica;Agropecuária;Sim;Não;Não;2;Sim;BA
Flora;Angiospermas;Fabaceae;Inga arenicola;-;Em Perigo (EN);EN;Mata Atlântica;Desenvolvimento e Infraestrutura;Sim;Não;Não;2;Sim;RJ
Flora;Angiospermas;Fabaceae;Inga enterolobioides;-;Criticamente em Perigo (CR);CR;Mata Atlântica;Desenvolvimento e Infraestrutura, Distribuição Restrita;Sim;Não;Não;2;Sim;RJ
Flora;Angiospermas;Fabaceae;Inga grazielae;-;Vulnerável (VU);VU;Mata Atlântica;Agropecuária, Endogamia;Sim;Não;Não;2;Informação não disponível;BA
Flora;Angiospermas;Fabaceae;Inga maritima;ingá da restinga;Vulnerável (VU);VU;Mata Atlântica;Distribuição Restrita, Assentamentos Humanos: Cidades;Sim;Não;Não;2;Sim;RJ
Flora;Angiospermas;Fabaceae;Inga mendoncaei;ingá;Vulnerável (VU);VU;Mata Atlântica;Distribuição Restrita;Sim;Não;Não;2;Sim;RJ
Flora;Angiospermas;Fabaceae;Inga pedunculata;-;Criticamente em Perigo (CR);CR;Mata Atlântica;Agropecuária;Sim;Não;Não;2;Sim;BA
Flora;Angiospermas;Fabaceae;Inga platyptera;-;Vulnerável (VU);VU;Mata Atlântica;Turismo/Recreação, Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Informação não disponível;"ES; MG; RJ"
Flora;Angiospermas;Fabaceae;Inga pleiogyna;"ingá preta; ingá veludo";Vulnerável (VU);VU;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos), Agropecuária;Sim;Não;Não;2;Informação não disponível;BA
Flora;Angiospermas;Fabaceae;Inga praegnans;-;Vulnerável (VU);VU;Mata Atlântica;Desenvolvimento e Infraestrutura;Sim;Não;Não;2;Sim;SP
Flora;Angiospermas;Fabaceae;Inga suborbicularis;-;Vulnerável (VU);VU;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos);Não;Não;Não;1;Informação não disponível;"BA; SP"
Flora;Angiospermas;Fabaceae;Inga unica;-;Vulnerável (VU);VU;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Sim;"BA; ES"
Fauna;Mamíferos;Iniidae;Inia geoffrensis;Boto-cor-de-rosa;Em Perigo (EN);EN;"Amazônia; Cerrado";"Extracao Direta:Caça/Pesca; Mineracao; Outras Atividades Econômicas:Energia; Poluição";Sim;Sim;Não;4;Não;"AC; AM; AP;  MT; PA; RO; RR"
Fauna;Aves;Tityridae;Iodopleura pipra;Anambezinho;Em Perigo (EN);EN;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades";Sim;Sim;Não;3;Sim;"AL; BA; ES; MG; PE; RJ; SE; SP"
Fauna;Aves;Tityridae;Iodopleura pipra leucopygia;Anambezinho;Criticamente em Perigo (CR);CR;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades";Sim;Não;Não;2;Sim; PE
Fauna;Aves;Tityridae;Iodopleura pipra pipra;Anambezinho;Em Perigo (EN);EN;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades";Sim;Não;Não;2;Sim;"BA; ES; MG; RJ; SP"
Flora;Angiospermas;Convolvulaceae;Ipomoea carajasensis;-;Vulnerável (VU);VU;Amazônia;Mineração;Sim;Não;Não;1;Sim;PA
Flora;Angiospermas;Convolvulaceae;Ipomoea cavalcantei;-;Em Perigo (EN);EN;Amazônia;Mineração;Sim;Não;Não;2;Sim;"PA; TO"
Flora;Angiospermas;Convolvulaceae;Ipomoea daturiflora;-;Vulnerável (VU);VU;Mata Atlântica;Turismo/Recreação, Mineração, Assentamentos Humanos: Cidades, Espécies Invasoras, Desenvolvimento e Infraestrutura, Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Informação não disponível;"MG; RJ"
Flora;Angiospermas;Convolvulaceae;Ipomoea macedoi;-;Criticamente em Perigo (CR);CR;Cerrado;Agropecuária;Não;Não;Não;1;Informação não disponível;MG
Flora;Angiospermas;Convolvulaceae;Ipomoea subrevoluta;-;Vulnerável (VU);VU;"Amazônia; Cerrado; Mata Atlântica; Pantanal";Agropecuária;Sim;Não;Não;1;Informação não disponível;"AP; MS; MT; PR; SP "
Flora;Angiospermas;Myristicaceae;Iryanthera campinae;-;Vulnerável (VU);VU;Amazônia;Mineração, Agropecuária;Sim;Não;Não;2;Sim;"AM; RR"
Flora;Angiospermas;Orchidaceae;Isabelia virginalis;-;Vulnerável (VU);VU;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;3;Não;"MG; RJ; SP; PR"
Fauna;Peixes Continentais;Loricariidae;Isbrueckerichthys saxicola;Cascudo ;Criticamente em Perigo (CR);CR;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades";Não;Sim;Não;1;Sim;PR
Fauna;Anfíbios;Brachycephalidae;Ischnocnema manezinho;Rãzinha-do-folhiço-da-ilha;Vulnerável (VU);VU;Mata Atlântica;Assentamento Humano:cidades;Não;Sim;Não;1;Sim;SC
Flora;Angiospermas;Marantaceae;Ischnosiphon ovatus;-;Em Perigo (EN);EN;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Informação não disponível;"ES; PR; RJ; SP"
Fauna;Invertebrados Terrestres;Ctenidae;Isoctenus corymbus;Desconhecido;Criticamente em Perigo (CR);CR;Cerrado;Outras Atividades Econômicas:Turismo;Sim;Não;Não;2;Sim;GO
Flora;Pteridófitas;Isoetaceae;Isoetes bradei;-;Em Perigo (EN);EN;Mata Atlântica;Assentamentos Humanos: Cidades;Sim;Não;Não;2;Informação não disponível;SP
Flora;Pteridófitas;Isoetaceae;Isoetes luetzelburgii;-;Em Perigo (EN);EN;Mata Atlântica;Vazio;#N/D;Não;Não;1;Informação não disponível;GO
Fauna;Peixes Marinhos;Carcharhinidae;Isogomphodon oxyrhynchus;Cação-quati;Criticamente em Perigo (CR);CR;Marinho;Extracao Direta:Caça/Pesca;Sim;Sim;Não;3;Não;"AP; CE; RN; PB; MA; PA; PI"
Fauna;Invertebrados Terrestres;Isotomidae;Isotomiella uai;Colêmbolo;Vulnerável (VU);VU;Mata Atlântica;Mineracao;Não;Não;Não;0;Sim;MG
Fauna;Peixes Continentais;Trichomycteridae;Ituglanis bambui;Bagrinho-de-caverna;Criticamente em Perigo (CR);CR;Cerrado;Outras Atividades Econômicas:Turismo;Sim;Não;Não;2;Sim;GO
Fauna;Peixes Continentais;Trichomycteridae;Ituglanis cahyensis;Desconhecido;Em Perigo (EN);EN;Mata Atlântica;Agropecuária;Sim;Sim;Não;2;Sim;"BA; ES"
Fauna;Peixes Continentais;Trichomycteridae;Ituglanis epikarsticus;Bagrinho-de-caverna;Vulnerável (VU);VU;Cerrado;"Ameaca Desconhecida; Outras Atividades Econômicas:Turismo";Sim;Não;Não;2;Sim;GO
Fauna;Peixes Continentais;Trichomycteridae;Ituglanis mambai;Desconhecido;Em Perigo (EN);EN;Cerrado;"Mudanca Na Dinamica Das Especies Nativas; Outras Atividades Econômicas:Turismo";Sim;Não;Não;2;Sim;GO
Fauna;Peixes Continentais;Trichomycteridae;Ituglanis passensis;Bagrinho-de-caverna;Vulnerável (VU);VU;Cerrado;Agropecuária;Sim;Não;Não;2;Sim;GO
Fauna;Peixes Continentais;Trichomycteridae;Ituglanis ramiroi;Bagrinho-de-caverna;Vulnerável (VU);VU;Cerrado;Agropecuária;Sim;Não;Não;2;Sim;GO
Flora;Angiospermas;Bignoniaceae;Jacaranda carajasensis;-;Criticamente em Perigo (CR);CR;Amazônia;Mineração;Sim;Não;Não;2;Sim;PA
Flora;Angiospermas;Bignoniaceae;Jacaranda crassifolia;-;Em Perigo (EN);EN;Mata Atlântica;Assentamentos Humanos: Cidades;Sim;Sim;Não;2;Sim;RJ
Flora;Angiospermas;Bignoniaceae;Jacaranda egleri;-;Criticamente em Perigo (CR);CR;Amazônia;Extração Madereira;Sim;Não;Não;2;Sim;"AM; PA"
Flora;Angiospermas;Bignoniaceae;Jacaranda grandifoliolata;"caroba; carobinha";Em Perigo (EN);EN;Cerrado;Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Sim;"BA; PB"
Flora;Angiospermas;Bignoniaceae;Jacaranda intricata;-;Criticamente em Perigo (CR);CR;Cerrado;Mineração;Sim;Não;Não;2;Sim;GO
Flora;Angiospermas;Bignoniaceae;Jacaranda microcalyx;-;Em Perigo (EN);EN;"Caatinga; Cerrado";Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Sim;"BA; ES; MG; PE"
Flora;Angiospermas;Bignoniaceae;Jacaranda rugosa;-;Em Perigo (EN);EN;Caatinga;Baixo Recrutamento/Reprodução/Regeneração;Sim;Não;Não;2;Sim;PE
Flora;Angiospermas;Convolvulaceae;Jacquemontia cephalantha;-;Vulnerável (VU);VU;"Caatinga; Cerrado";Vazio;Sim;Sim;Não;2;Sim;"BA; MG"
Flora;Angiospermas;Convolvulaceae;Jacquemontia revoluta;-;Em Perigo (EN);EN;Cerrado;Turismo/Recreação, Agropecuária, Queimadas;Sim;Sim;Não;3;Informação não disponível;MG
Flora;Pteridófitas;Pteridaceae;Jamesonia biardii;-;Em Perigo (EN);EN;Mata Atlântica;Vazio;Sim;Não;Não;2;Informação não disponível;"ES; MG; RJ; SP"
Flora;Pteridófitas;Pteridaceae;Jamesonia brasiliensis;-;Em Perigo (EN);EN;Mata Atlântica;Desastres Naturais, Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Não;RJ
Flora;Pteridófitas;Pteridaceae;Jamesonia cheilanthoides;-;Em Perigo (EN);EN;Mata Atlântica;Vazio;Sim;Sim;Não;3;Não;RJ
Flora;Pteridófitas;Pteridaceae;Jamesonia insignis;-;Em Perigo (EN);EN;Mata Atlântica;Vazio;Sim;Sim;Não;2;Sim;"MG; RJ; SP; PR"
Flora;Pteridófitas;Pteridaceae;Jamesonia rufescens;-;Criticamente em Perigo (CR);CR;Mata Atlântica;Vazio;Sim;Não;Não;2;Não;RJ
Flora;Angiospermas;Malpighiaceae;Janusia linearifolia;-;Vulnerável (VU);VU;Cerrado;Vazio;Sim;Não;Não;2;Não;PR
Flora;Angiospermas;Malpighiaceae;Janusia occhionii;-;Em Perigo (EN);EN;"Cerrado; Mata Atlântica";Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Não;"MT; MS; PR; SP"
Flora;Angiospermas;Malpighiaceae;Janusia schwannioides;-;Em Perigo (EN);EN;"Caatinga; Mata Atlântica";Distribuição Restrita;Sim;Não;Não;2;Sim;"PB; PE; BA"
Flora;Briófitas;Pallaviciniaceae;Jensenia difformis;-;Em Perigo (EN);EN;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos), Queimadas;Sim;Não;Não;2;Não;"ES; MG"
Fauna;Peixes Continentais;Anablepidae;Jenynsia diphyes;Canivete;Em Perigo (EN);EN;Mata Atlântica;"Especies Exoticas; Poluição";Não;Sim;Não;1;Sim;PR
Fauna;Peixes Continentais;Anablepidae;Jenynsia sanctaecatarinae;Desconhecido;Em Perigo (EN);EN;Mata Atlântica;"Agropecuária Aquacultura; Mineracao; Outras Atividades Econômicas:Industrias; Poluição; Poluição Assoreamento";Não;Sim;Não;1;Sim;SC
Flora;Angiospermas;Apocynaceae;Jobinia hatschbachii;-;Em Perigo (EN);EN;Mata Atlântica;Extração de Madeira;Sim;Não;Não;2;Informação não disponível;PR
Fauna;Invertebrados Aquáticos;Gecarcinidae;Johngarthia lagostoma;Caranguejo-amarelo;Em Perigo (EN);EN;Marinho;"Especies Exoticas; Outras Atividades Econômicas:Turismo";Sim;Não;Não;2;Não;"ES; PE; RN"
Fauna;Invertebrados Terrestres;Riodinidae;Joiceya praeclarus;Fadinha;Criticamente em Perigo (CR);CR;Cerrado;"Agropecuária; Assentamento Humano:cidades; Poluição";Não;Não;Não;0;Sim;MT
Flora;Briófitas;Jungermanniaceae;Jungermannia decolor;-;Em Perigo (EN);EN;Mata Atlântica;Agropecuária, Perda de Habitat/Degradação (Induzida por Humanos), Espécies Invasoras;Sim;Não;Não;2;Não;MG
Fauna;Mamíferos;Cricetidae;Juscelinomys candango;Rato-candango;Criticamente em Perigo (CR)/Possivelmente Extinto (PEX);CR/PEX;Cerrado;Agropecuária;Sim;Não;Não;3;Sim;DF
Flora;Angiospermas;Acanthaceae;Justicia clausseniana;-;Em Perigo (EN);EN;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Sim;"ES; RJ"
Flora;Angiospermas;Acanthaceae;Justicia genuflexa;-;Vulnerável (VU);VU;Mata Atlântica;Vazio;Sim;Não;Não;2;Sim;BA
Flora;Angiospermas;Acanthaceae;Justicia paranaensis;-;Em Perigo (EN);EN;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Sim;"PR; SC"
Flora;Angiospermas;Acanthaceae;Justicia polita;-;Em Perigo (EN);EN;Mata Atlântica;Queimadas, Transporte Terrestre/Aéreo, Assentamentos Humanos: Cidades;Sim;Sim;Não;2;Sim;RJ
Flora;Angiospermas;Acanthaceae;Justicia ramulosa;-;Vulnerável (VU);VU;"Cerrado; Mata Atlântica";Perda de Habitat/Degradação (Induzida por Humanos), Agropecuária, Extração de Madeira;Sim;Não;Não;2;Não;"MS; PR"
Flora;Angiospermas;Acanthaceae;Justicia tijucensis;-;Vulnerável (VU);VU;Mata Atlântica;Desenvolvimento e Infraestrutura, Queimadas, Espécies Invasoras, Agropecuária;Sim;Não;Não;2;Sim;"ES; RJ"
Fauna;Peixes Marinhos;Istiophoridae;Kajikia albida;Agulhão-branco;Vulnerável (VU);VU;Marinho;Extracao Direta:Caça/Pesca;Sim;Não;Sim;4;Não;"AL; AP; BA;  CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP"
Fauna;Peixes Continentais;Doradidae;Kalyptodoras bahiensis;Peracuca;Em Perigo (EN);EN;"Caatinga; Mata Atlântica";"Especies Exoticas; Outras Atividades Econômicas: Barrages Abastecimento/Drenagem; Poluição";Não;Sim;Não;1;Sim;BA
Fauna;Répteis;Teiidae;Kentropyx vanzoi;Calango;Vulnerável (VU);VU;"Cerrado; Pantanal";Agropecuária;Sim;Sim;Não;2;Sim;"MT; RO"
Fauna;Mamíferos;Caviidae;Kerodon acrobata;Mocó;Vulnerável (VU);VU;Cerrado;"Agropecuária; Extracao Direta:Caça/Pesca; Mineracao; Queimadas";Sim;Não;Não;1;Sim;"GO; TO"
Fauna;Mamíferos;Caviidae;Kerodon rupestris;Mocó;Vulnerável (VU);VU;"Caatinga; Cerrado";"Agropecuária; Extracao Direta:Caça/Pesca";Sim;Não;Não;2;Sim;"AL; BA; CE; MA; MG; PB; PE; PI; RN; SE"
Flora;Angiospermas;Calophyllaceae;Kielmeyera occhioniana;Leiteira;Em Perigo (EN);EN;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos), Espécies Invasoras, Extração de Madeira, Plantação de Madereiras, Agropecuária;Sim;Não;Não;2;Sim;ES
Flora;Angiospermas;Calophyllaceae;Kielmeyera rufotomentosa;-;Criticamente em Perigo (CR);CR;Mata Atlântica;Queimadas, Agropecuária, Perda de Habitat/Degradação (Induzida por Humanos), Espécies Invasoras, Plantação de Madereiras, Extração de Madeira;Não;Não;Não;1;Informação não disponível;ES
Flora;Angiospermas;Calophyllaceae;Kielmeyera rupestris;-;Criticamente em Perigo (CR);CR;Mata Atlântica;Extração de Madeira, Distribuição Restrita, Plantação de Madereiras, Espécies Invasoras, Perda de Habitat/Degradação (Induzida por Humanos);Não;Não;Não;1;Informação não disponível;ES
Flora;Angiospermas;Calophyllaceae;Kielmeyera sigillata;-;Criticamente em Perigo (CR);CR;Mata Atlântica;Plantação de Madereiras, Perda de Habitat/Degradação (Induzida por Humanos), Espécies Invasoras, Extração de Madeira, Agropecuária;Não;Não;Não;1;Informação não disponível;ES
Flora;Angiospermas;Apiaceae;Klotzschia rhizophylla;-;Em Perigo (EN);EN;Cerrado;Turismo/Recreação, Perda de Habitat/Degradação (Induzida por Humanos), Assentamentos Humanos: Cidades, Espécies Invasoras;Sim;Sim;Não;3;Sim;MG
Fauna;Peixes Continentais;Characidae;Kolpotocheirodon figueiredoi;Desconhecido;Criticamente em Perigo (CR);CR;"Caatinga; Mata Atlântica";Outras Atividades Econômicas:Turismo;Sim;Sim;Não;2;Sim;BA
Fauna;Peixes Continentais;Characidae;Kolpotocheirodon theloura;Lambari ;Vulnerável (VU);VU;Cerrado;"Agropecuária; Assentamento Humano:cidades; Especies Exoticas; Queimadas";Sim;Sim;Não;2;Sim;"DF; GO"
Fauna;Peixes Continentais;Rivulidae;Kryptolebias brasiliensis;Peixe-anual;Criticamente em Perigo (CR);CR;Mata Atlântica;Assentamento Humano:cidades;Não;Não;Não;1;Sim;RJ
Fauna;Peixes Continentais;Rivulidae;Kryptolebias campelloi;Desconhecido;Criticamente em Perigo (CR);CR;Amazônia;Agropecuária;Não;Não;Não;1;Sim;PA
Fauna;Peixes Continentais;Rivulidae;Kryptolebias gracilis;Peixe-anual;Criticamente em Perigo (CR);CR;Mata Atlântica;Agropecuária;Não;Não;Não;1;Sim;RJ
Fauna;Invertebrados Terrestres;Formicidae;Lachnomyrmex nordestinus;Formiga;Vulnerável (VU);VU;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades; Extracao Florestal";Sim;Não;Não;3;Sim;"CE; PB; PE; SE"
Flora;Angiospermas;Lythraceae;Lafoensia nummularifolia;dedaleira-branca;Vulnerável (VU);VU;Cerrado;Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Informação não disponível;"PR; SP"
Flora;Angiospermas;Cyperaceae;Lagenocarpus bracteosus;-;Em Perigo (EN);EN;Cerrado;Queimadas, Turismo/Recreação, Perda de Habitat/Degradação (Induzida por Humanos), Mineração, Agropecuária;Sim;Sim;Não;3;Sim;MG
Fauna;Mamíferos;Atelidae;Lagothrix cana cana;Macaco-barrigudo;Em Perigo (EN);EN;Amazônia;"Agropecuária; Assentamento Humano:cidades; Assentamento Humano:rurais; Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Energia; Outras Atividades Econômicas:Transporte";Sim;Sim;Não;4;Não;"AC; AM; MT; PA; RO"
Fauna;Mamíferos;Atelidae;Lagothrix lagothricha;Macaco-barrigudo;Vulnerável (VU);VU;Amazônia;Extracao Direta:Caça/Pesca;Sim;Sim;Não;4;Não;AM
Fauna;Mamíferos;Atelidae;Lagothrix poeppigii;Macaco-barrigudo;Vulnerável (VU);VU;Amazônia;"Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Transporte";Sim;Sim;Não;4;Não;"AC; AM"
Fauna;Peixes Continentais;Loricariidae;Lamontichthys avacanoeiro;Desconhecido;Em Perigo (EN);EN;Cerrado;Outras Atividades Econômicas:Energia;Não;Sim;Não;1;Sim;"BA; GO; MG; TO"
Fauna;Peixes Continentais;Loricariidae;Lamontichthys parakana;Desconhecido;Criticamente em Perigo (CR);CR;Amazônia;Outras Atividades Econômicas:Energia;Sim;Sim;Não;2;Sim;PA
Flora;Angiospermas;Bromeliaceae;Lapanthus duartei;-;Em Perigo (EN);EN;Cerrado;Vazio;Sim;Sim;Não;3;Sim;MG
Flora;Angiospermas;Fabaceae;Lathyrus acutifolius;-;Criticamente em Perigo (CR);CR;Pampa;Agropecuária;Sim;Sim;Não;2;Não;RS
Flora;Angiospermas;Fabaceae;Lathyrus paraguariensis;-;Vulnerável (VU);VU;"Mata Atlântica; Pampa";Agropecuária, Plantação de Madereiras;Sim;Não;Não;2;Não;"PR; SC; RS"
Fauna;Invertebrados Aquáticos;Latrunculiidae;Latrunculia (Biannulata) janeirensis;Esponja;Vulnerável (VU);VU;Marinho;"Especies Exoticas; Poluição";Sim;Sim;Não;2;Sim;RJ
Flora;Angiospermas;Melastomataceae;Lavoisiera cordata;-;Vulnerável (VU);VU;Cerrado;Espécies Invasoras;Sim;Sim;Não;3;Sim;MG
Flora;Angiospermas;Melastomataceae;Leandra hatschbachii;-;Em Perigo (EN);EN;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Sim;PR
Fauna;Peixes Continentais;Lebiasinidae;Lebiasina marilynae;Desconhecido;Vulnerável (VU);VU;Amazônia;Outras Atividades Econômicas:Energia;Não;Sim;Não;1;Sim;PA
Fauna;Peixes Continentais;Lebiasinidae;Lebiasina melanoguttata;Desconhecido;Vulnerável (VU);VU;Amazônia;Outras Atividades Econômicas:Energia;Não;Sim;Não;1;Sim;PA
Fauna;Peixes Continentais;Lebiasinidae;Lebiasina minuta;Desconhecido;Vulnerável (VU);VU;Amazônia;Outras Atividades Econômicas:Energia;Não;Sim;Não;1;Sim;PA
Flora;Angiospermas;Lecythidaceae;Lecythis schwackei;-;Em Perigo (EN);EN;"Cerrado; Mata Atlântica";Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Informação não disponível;"MG; RJ"
Flora;Angiospermas;Poaceae;Leersia ligularis;-;Vulnerável (VU);VU;Mata Atlântica;Vazio;Sim;Não;Não;2;Não;"MG; PR; SC; SP"
