"Supplied Name","guid","scientificName","family","kingdom","family","status","statusSource","year"
"Penelope superciliaris","156036","Penelope superciliaris","Cracidae",,"Cracidae","VU","Vulnerável","2011"
"Harpyhaliaetus coronatus",,,,,,"CR","Criticamente em perigo","2011"
"Phyloscartes oustaleti","152604","Phylloscartes oustaleti","Rhynchocyclidae",,"Rhynchocyclidae","VU","Vulnerável","2011"
"Deuterodon rosae","233190","Deuterodon rosae","Characidae",,"Characidae","VU","Vulnerável","2011"
"Steindachneridion melanodermatum","237676","Steindachneridion melanodermatum","Pimelodidae",,"Pimelodidae","CR","Criticamente em perigo","2011"
"Phyloscartes sylviolus","217864","Phylloscartes sylviolus","Rhynchocyclidae",,"Rhynchocyclidae","EN","Em Perigo","2011"
"Luidia senegalensis","204861","Luidia senegalensis","Luidiidae",,"Luidiidae","VU","Vulnerável","2011"
"Mazama nana","136370","Mazama nana","Cervidae",,"Cervidae","VU","Vulnerável","2011"
"Chlorocery le aenea",,,,,,"VU","Vulnerável","2011"
"Harpia harpyja","210222","Harpia harpyja","Accipitridae","Animalia","Accipitridae","CR","Criticamente em perigo","2011"
"Campelolebias brucei","221367","Campellolebias brucei","Rivulidae",,"Rivulidae","CR","Criticamente em perigo","2011"
"Parides tros danunciae","130171","Parides tros danunciae","Papilionidae",,"Papilionidae","EN","Em Perigo","2011"
"Speothos venaticus","253012","Speothos venaticus","Canidae","Animalia","Canidae","CR","Criticamente em perigo","2011"
"Hypsiboas curupi","123134","Hypsiboas curupi","Hylidae",,"Hylidae","EN","Em Perigo","2011"
"Listrura camposi","142655","Listrura camposi","Trichomycteridae",,"Trichomycteridae","VU","Vulnerável","2011"
"Phrynops wiliamsi","233702","Phrynops williamsi","Chelidae",,"Chelidae","VU","Vulnerável","2011"
"Aplastodiscus cochranae","249423","Aplastodiscus cochranae","Hylidae",,"Hylidae","VU","Vulnerável","2011"
"Aburria jacutinga","156033","Aburria jacutinga","Cracidae",,"Cracidae","CR","Criticamente em perigo","2011"
"Cnemidophorus lacertoides",,,,,,"EN","Em Perigo","2011"
"Salminus brasiliensis","202451","Salminus brasiliensis","Characidae",,"Characidae","VU","Vulnerável","2011"
"Pseudoplatystoma corruscans","143106","Pseudoplatystoma corruscans","Pimelodidae",,"Pimelodidae","VU","Vulnerável","2011"
"Narope cylarus","231712","Narope cyllarus","Nymphalidae",,"Nymphalidae","CR","Criticamente em perigo","2011"
"Geranium glanduligerum R. Kunth","332828","Geranium glanduligerum","Geraniaceae",,"Geraniaceae","EX","Extinta","2014"
"Croton lanatus Lamarck","358158","Croton lanatus","Euphorbiaceae",,"Euphorbiaceae","EX","Extinta","2014"
"Euplassa nebularis Rambo & Sleumer","278493","Euplassa nebularis","Proteaceae",,"Proteaceae","VU","Vulnerável","2014"
"Eupatorium macrophyllum Linnaeus","299431","Eupatorium macrophyllum","Asteraceae",,"Asteraceae","EX","Extinta","2014"
"Senecio langei Malme","391108","Senecio langei","Asteraceae",,"Asteraceae","VU","Vulnerável","2014"
"Aechmea kleinii Reiz","326889","Aechmea kleinii","Bromeliaceae",,"Bromeliaceae","EX","Extinta","2014"
"Campomanesia hirsuta Gardner","340115","Campomanesia hirsuta","Myrtaceae",,"Myrtaceae","EX","Extinta","2014"
"Begonia konderreisiana L.B.Sm. & R.C.Sm.","326374","Begonia konderreisiana","Begoniaceae",,"Begoniaceae","DD","Dados Insuficientes","2014"
"Ranunculus apiifolius Persoon","278600","Ranunculus apiifolius","Ranunculaceae",,"Ranunculaceae","EX","Extinta","2014"
"Terpsichore chrysleri (Proctor ex Copel.) A.R. Sm.","349385","Terpsichore chrysleri","Polypodiaceae",,"Polypodiaceae","VU","Vulnerável","2014"
"Mimosa pseudolepidota (Burkart) Barneby","326029","Mimosa pseudolepidota","Fabaceae",,"Fabaceae","EN","Em Perigo","2014"
"Mimosa bifurca Benth. var. bifurca","286468","Mimosa bifurca var. bifurca","Fabaceae",,"Fabaceae","DD","Dados Insuficientes","2014"
"Spilanthes arnicoides DC.","313327","Spilanthes arnicoides","Asteraceae",,"Asteraceae","EX","Extinta","2014"
"Glandularia hatschbachii (Moldenke) O´Leary & Peralta",,,,,,"VU","Vulnerável","2014"
"Ixora venulosa Bentham","279516","Ixora venulosa","Rubiaceae",,"Rubiaceae","VU","Vulnerável","2014"
"Pterocaulon virgatum (L.) DC.","285751","Pterocaulon virgatum","Asteraceae",,"Asteraceae","EX","Extinta","2014"
"Pavonia renifolia Krapov.","372238","Pavonia renifolia","Malvaceae",,"Malvaceae","VU","Vulnerável","2014"
"Senecio oligophyllus Baker","391123","Senecio oligophyllus","Asteraceae",,"Asteraceae","VU","Vulnerável","2014"
"Grobya guieselii F.Barros & Lourenço","344098","Grobya guieselii","Orchidaceae",,"Orchidaceae","DD","Dados Insuficientes","2014"
"Enhydra anagallis Gardn.","334750","Enydra anagallis","Asteraceae",,"Asteraceae","EX","Extinta","2014"
"Campylocentrum gracile Cogn.","343017","Campylocentrum gracile","Orchidaceae",,"Orchidaceae","EX","Extinta","2014"
"Galium smithreitzii Dempster","366472","Galium smithreitzii","Rubiaceae",,"Rubiaceae","VU","Vulnerável","2014"
"Ocotea prolifera (Nees & Mart.) Mez","308920","Ocotea prolifera","Lauraceae",,"Lauraceae","EX","Extinta","2014"
"Solanum platense Dieckmann","281902","Solanum platense","Solanaceae",,"Solanaceae","EX","Extinta","2014"
"Cayaponia membranacea Gomes-Klein. FB, HBR, CS, MA","387933","Cayaponia membranacea","Cucurbitaceae",,"Cucurbitaceae","VU","Vulnerável","2014"
"Cattleya guttata Lindley","343192","Cattleya guttata","Orchidaceae",,"Orchidaceae","VU","Vulnerável","2014"
"Senegalia tucumanensis","326175","Senegalia tucumanensis","Fabaceae",,"Fabaceae","VU","Vulnerável","2014"
"Mimosa per-dusenii Burkart","326024","Mimosa per-dusenii","Fabaceae",,"Fabaceae","VU","Vulnerável","2014"
"Lantana montevidensis ( Spreng.)","282920","Lantana montevidensis","Verbenaceae",,"Verbenaceae","EX","Extinta","2014"
"Roupala pallida K.Schum.","278541","Roupala pallida","Proteaceae",,"Proteaceae","VU","Vulnerável","2014"
"Richardia stellaris (Cham & Schl) Steudel","280029","Richardia stellaris","Rubiaceae",,"Rubiaceae","EX","Extinta","2014"
"Ocotea catharinensis Mez","334675","Ocotea catharinensis","Lauraceae",,"Lauraceae","CR","Criticamente em Perigo","2014"
"Aechmea pimenti-velosoi Reitz","326991","Aechmea pimenti-velosoi","Bromeliaceae",,"Bromeliaceae","EX","Extinta","2014"
"Cyperus tener (C.B.Clarke) Osten","335541","Cyperus tener","Cyperaceae",,"Cyperaceae","EX","Extinta","2014"
"Panicum magnispicula Zuloaga et al.","346565","Panicum magnispicula","Poaceae",,"Poaceae","VU","Vulnerável","2014"
"Lagenocarpus rigidus Nees","331071","Lagenocarpus rigidus","Cyperaceae",,"Cyperaceae","EX","Extinta","2014"
"Isoetes spannagelii H.P.Fuchs","347943","Isoetes spannagelii","Isoetaceae",,"Isoetaceae","DD","Dados Insuficientes","2014"
"Podocarpus lambertii","295406","Podocarpus lambertii","Podocarpaceae",,"Podocarpaceae","EN","Em Perigo","2014"
"Cunila platyphylla Epling","333788","Cunila platyphylla","Lamiaceae",,"Lamiaceae","EX","Extinta","2014"
"Mimosa lepidorepens Burkart","326001","Mimosa lepidorepens","Fabaceae",,"Fabaceae","VU","Vulnerável","2014"
"Begonia itatinensis Irmscher ex Brade","326358","Begonia itatinensis","Begoniaceae",,"Begoniaceae","EX","Extinta","2014"
"Merostachys ciliata Mc Clure&L.B.Sm.","277117","Merostachys ciliata","Poaceae",,"Poaceae","VU","Vulnerável","2014"
"Verbena reitzii Moldenke","369167","Verbena reitzii","Verbenaceae",,"Verbenaceae","EX","Extinta","2014"
"Dorstenia tenuis Bonpl. ex Bureau","339641","Dorstenia tenuis","Moraceae",,"Moraceae","EN","Em Perigo","2014"
"Cyrtopodium Kleinii J. A. N. Batista & Bianchetti",,,,,,"EN","Em Perigo","2014"
"Thrasyopsis juergensii (Hackel) Soderstrom ex A. G. Burman","336580","Thrasyopsis juergensii","Poaceae",,"Poaceae","VU","Vulnerável","2014"
"Catopsis berteroniana (Schultes filius) Mez","327422","Catopsis berteroniana","Bromeliaceae",,"Bromeliaceae","EX","Extinta","2014"
"Promenaea catharinensis Schltr.","393612","Promenaea catharinensis","Orchidaceae",,"Orchidaceae","DD","Dados Insuficientes","2014"
"Ruellia kleinii C.Ezcurra & Wassh. (= Ruellia geminiflora H. B. K. FIC)",,,,,,"VU","Vulnerável","2014"
"Philodendron renauxii Reitz","324612","Philodendron renauxii","Araceae",,"Araceae","VU","Vulnerável","2014"
"Calibrachoa serrulata (L.B.Sm. & Downs) Stehman & Semir","281261","Calibrachoa serrulata","Solanaceae",,"Solanaceae","VU","Vulnerável","2014"
"Mimosa pseudocallosa Burkart","326026","Mimosa pseudocallosa","Fabaceae",,"Fabaceae","VU","Vulnerável","2014"
"Passiflora urubiciensis Cervi","274592","Passiflora urubiciensis","Passifloraceae",,"Passifloraceae","VU","Vulnerável","2014"
"Jobinia paranaensis Font. & Val.","323332","Jobinia paranaensis","Apocynaceae",,"Apocynaceae","VU","Vulnerável","2014"
"Clidemia neglecta D. Don","339415","Clidemia neglecta","Melastomataceae",,"Melastomataceae","EX","Extinta","2014"
"Euphoglossum lagesianum Rosenstock",,,,,,"EX","Extinta","2014"
"Dalechampia leandri Baillon","358518","Dalechampia leandrii","Euphorbiaceae",,"Euphorbiaceae","EX","Extinta","2014"
"Pavonia reitzii Krapov. & Cristóbal","335973","Pavonia reitzii","Malvaceae",,"Malvaceae","EX","Extinta","2014"
"Dyschoriste smithii Leonard","278086","Dyschoriste smithii","Acanthaceae",,"Acanthaceae","VU","Vulnerável","2014"
"Justicia catharinensis Lindau","369135","Justicia catharinensis","Acanthaceae",,"Acanthaceae","EX","Extinta","2014"
"Acianthera binotii (Regel) Pridgeon","342181","Acianthera binotii","Orchidaceae",,"Orchidaceae","EX","Extinta","2014"
"Adiantum pectinatum Kunze","349584","Adiantum pectinatum","Pteridaceae",,"Pteridaceae","DD","Dados Insuficientes","2014"
"Vriesea rubens Gomes-da-Silva & A. F. Costa","297179","Vriesea rubens","Bromeliaceae",,"Bromeliaceae","VU","Vulnerável","2014"
"Butia eriospatha (Mart. ex Drude) Becc.","311316","Butia eriospatha","Arecaceae",,"Arecaceae","CR","Criticamente em Perigo","2014"
"Piper kleinii Yunck.","275356","Piper kleinii","Piperaceae",,"Piperaceae","VU","Vulnerável","2014"
"Oxypetalum reitzii Fontella & Marquete","323839","Oxypetalum reitzii","Apocynaceae",,"Apocynaceae","VU","Vulnerável","2014"
"Peperomia circinnata Link","274805","Peperomia circinnata","Piperaceae",,"Piperaceae","EX","Extinta","2014"
"Leandra cardiophylla Cogn.","333017","Leandra cardiophylla","Melastomataceae",,"Melastomataceae","EX","Extinta","2014"
"Caperonia buettneriacea Mueller Argoviensis","357724","Caperonia buettneriacea","Euphorbiaceae",,"Euphorbiaceae","EX","Extinta","2014"
"Piptadenia affinis Burkart","326080","Piptadenia affinis","Fabaceae",,"Fabaceae","VU","Vulnerável","2014"
"Lessingianthus ulei Hieron. & H. Rob. HBR","373102","Lessingianthus ulei","Asteraceae",,"Asteraceae","VU","Vulnerável","2014"
"Aloysia dusenii Moldenke","282799","Aloysia dusenii","Verbenaceae",,"Verbenaceae","VU","Vulnerável","2014"
"Rhynchospora exaltata Kunth","331212","Rhynchospora exaltata","Cyperaceae",,"Cyperaceae","EX","Extinta","2014"
"Agrimonia parviflora Solander","392617","Agrimonia parviflora","Rosaceae",,"Rosaceae","EX","Extinta","2014"
"Promenaea acuminata Schltr.","393611","Promenaea acuminata","Orchidaceae",,"Orchidaceae","DD","Dados Insuficientes","2014"
"Constantia australis (Cogn.) Porto & Brade","343336","Constantia australis","Orchidaceae",,"Orchidaceae","DD","Dados Insuficientes","2014"
"Calyptraemalva catharinensis Krapov.","336389","Calyptraemalva catharinensis","Malvaceae",,"Malvaceae","VU","Vulnerável","2014"
"Gaultheria corvensis (R.R. Silva & Cervi) G.O.Romão & Kin.-Gouv.","392731","Gaultheria corvensis","Ericaceae",,"Ericaceae","VU","Vulnerável","2014"
"Stigmatosema odileana Szlach.","346096","Stigmatosema odileana","Orchidaceae",,"Orchidaceae","DD","Dados Insuficientes","2014"
"Mimosa catharinensis Burkart","325959","Mimosa catharinensis","Fabaceae",,"Fabaceae","CR","Criticamente em Perigo","2014"
"Regnellidium diphyllum Lindman","348583","Regnellidium diphyllum","Marsileaceae",,"Marsileaceae","EX","Extinta","2014"
"Hymenophyllum microcarpum Desv.","347732","Hymenophyllum microcarpum","Hymenophyllaceae",,"Hymenophyllaceae","EX","Extinta","2014"
"Senecio reitzianus Cabrera","392561","Senecio reitzianus","Asteraceae",,"Asteraceae","VU","Vulnerável","2014"
"Cyrtopodium brandonianum subsp. lageanum J.A.N.B.","314206","Cyrtopodium brandonianum subsp. lageanum","Orchidaceae",,"Orchidaceae","DD","Dados Insuficientes","2014"
"Matayba cristae Reitz","332788","Matayba cristae","Sapindaceae",,"Sapindaceae","VU","Vulnerável","2014"
"Apoclada diversa McClure & Smith",,,,,,"EX","Extinta","2014"
"Gonolobus rostratus (Vahl) Schult.","323277","Gonolobus rostratus","Apocynaceae",,"Apocynaceae","VU","Vulnerável","2014"
"Spermacoce brachystemonoides O. Kunze","280219","Spermacoce brachystemonoides","Rubiaceae",,"Rubiaceae","EX","Extinta","2014"
"Begonia rupium Irmscher","326538","Begonia rupium","Begoniaceae",,"Begoniaceae","EX","Extinta","2014"
"Perezia catharinensis Cabrera","336123","Perezia catharinensis","Asteraceae",,"Asteraceae","VU","Vulnerável","2014"
"Hypochaeris catharinensis Cabrera","380893","Hypochaeris catharinensis","Asteraceae",,"Asteraceae","VU","Vulnerável","2014"
"Dicksonia sellowiana Hook. (Cyateaceae FIC)","299127","Dicksonia sellowiana","Dicksoniaceae",,"Dicksoniaceae","CR","Criticamente em Perigo","2014"
"Butia catharinensis","381459","Butia catarinensis","Arecaceae",,"Arecaceae","EN","Em Perigo","2014"
"Poiretia tetraphylla (Poir.) Burk.","319775","Poiretia tetraphylla","Fabaceae",,"Fabaceae","EX","Extinta","2014"
"Apodanthera ulei (Cogn.) Mart.,Crov. FB, CS, MA, HBR","332872","Apodanthera ulei","Cucurbitaceae",,"Cucurbitaceae","VU","Vulnerável","2014"
"Begonia lineolata Brade","326392","Begonia lineolata","Begoniaceae",,"Begoniaceae","DD","Dados Insuficientes","2014"
"Calibrachoa eglandulata Stehmann&Semir","281221","Calibrachoa eglandulata","Solanaceae",,"Solanaceae","VU","Vulnerável","2014"
"Ruellia reitzii Wassh. & L.B.Sm.","369329","Ruellia reitzii","Acanthaceae",,"Acanthaceae","VU","Vulnerável","2014"
"Chamaecrista vestida",,,,,,"EX","Extinta","2014"
"Heleocharis montevidensis Kunth",,,,,,"EX","Extinta","2014"
"Acianthera asaroides (Kraenzl.) Prid & M.W.Chase","361521","Acianthera asaroides","Orchidaceae",,"Orchidaceae","DD","Dados Insuficientes","2014"
"Mimosa lepidorepens Burkart","326001","Mimosa lepidorepens","Fabaceae",,"Fabaceae","VU","Vulnerável","2014"
"Mimosa murex Barneby","326008","Mimosa murex","Fabaceae",,"Fabaceae","VU","Vulnerável","2014"
"Dalechampia riparia L.B.Sm. & Downs","358562","Dalechampia riparia","Euphorbiaceae",,"Euphorbiaceae","EX","Extinta","2014"
"Chacoa pseudoprasiifolia (Hassl.) R.M.King & H.Rob.","379028","Chacoa pseudoprasiifolia","Asteraceae",,"Asteraceae","VU","Vulnerável","2014"
"Dyckia cabrerae Smith & Reitz","327608","Dyckia cabrerae","Bromeliaceae",,"Bromeliaceae","VU","Vulnerável","2014"
"Urostachys sellowianus Hert.","278615","Urostachys sellowianus","Lycopodiaceae",,"Lycopodiaceae","EX","Extinta","2014"
"Discaria americana Gillies & Hooker","346986","Discaria americana","Rhamnaceae",,"Rhamnaceae","VU","Vulnerável","2014"
"Vriesea muelleri Mez","329012","Vriesea muelleri","Bromeliaceae",,"Bromeliaceae","EX","Extinta","2014"
"Adiantum intermedium Sw.","349543","Adiantum intermedium","Pteridaceae",,"Pteridaceae","EX","Extinta","2014"
"Lafoensia nummularifolia Saint Hilaire","335636","Lafoensia nummularifolia","Lythraceae",,"Lythraceae","EX","Extinta","2014"
"Glandularia tenera (Spreng.) Cabrera (= Verbena tenera Spreng. HBR)",,,,,,"VU","Vulnerável","2014"
"Fevillea passiflora Vell. FB, MA,HBR","274629","Fevillea passiflora","Cucurbitaceae",,"Cucurbitaceae","VU","Vulnerável","2014"
"Verbena thymoides Cham.","351332","Verbena thymoides","Verbenaceae",,"Verbenaceae","EX","Extinta","2014"
"Gleditsia amorphoides","325785","Gleditsia amorphoides","Fabaceae",,"Fabaceae","VU","Vulnerável","2014"
"Piper lhotzkyanum Kunth","275386","Piper lhotzkyanum","Piperaceae",,"Piperaceae","EX","Extinta","2014"
"Napeanthus reitzii (L.B. Sm.) Burtt ex Leeuwenb.","332932","Napeanthus reitzii","Gesneriaceae",,"Gesneriaceae","EX","Extinta","2014"
"Hymenophyllum crispum H. B. K.","347698","Hymenophyllum crispum","Hymenophyllaceae",,"Hymenophyllaceae","EX","Extinta","2014"
"Dyckia minarum Mez","327660","Dyckia minarum","Bromeliaceae",,"Bromeliaceae","EX","Extinta","2014"
"Woodsia montevidensis (Spreng.) Hieron.","350729","Woodsia montevidensis","Woodsiaceae",,"Woodsiaceae","VU","Vulnerável","2014"
"Ocotea porosa (Nees & Mart.) Barroso","334757","Ocotea porosa","Lauraceae",,"Lauraceae","CR","Criticamente em Perigo","2014"
"Koanophyllon lobatifolium (Cabrera) R.M.King & H.Rob.","379374","Koanophyllon lobatifolium","Asteraceae",,"Asteraceae","VU","Vulnerável","2014"
"Desmanthus paspalaceus (Lindm.) Burkart","325894","Desmanthus paspalaceus","Fabaceae",,"Fabaceae","DD","Dados Insuficientes","2014"
"Hymenophyllum ulei Chr. et Giesenh.","393052","Hymenophyllum ulei","Hymenophyllaceae",,"Hymenophyllaceae","EX","Extinta","2014"
"Ctenanthe lanceolata O. G. Petersen","337265","Ctenanthe lanceolata","Marantaceae",,"Marantaceae","EX","Extinta","2014"
"Croton serratus (Klotzsch) Mueller Argoviensis","358376","Croton serratus","Euphorbiaceae",,"Euphorbiaceae","EX","Extinta","2014"
"Cyperus inops C. B. Clarke","355664","Cyperus inops","Cyperaceae",,"Cyperaceae","EX","Extinta","2014"
"Hippeastrum vittatum (L´ Hér.) Herb.",,,,,,"EX","Extinta","2014"
"Billbergia alfonsi-joannis","353381","Billbergia alfonsi-joannis","Bromeliaceae",,"Bromeliaceae","VU","Vulnerável","2014"
"Petunia reitzii L.B.Sm. & Downs","281484","Petunia reitzii","Solanaceae",,"Solanaceae","CR","Criticamente em Perigo","2014"
"Symphyopappus reitzii (Cabrera) R.M.King & H.Rob.","380847","Symphyopappus reitzii","Asteraceae",,"Asteraceae","DD","Dados Insuficientes","2014"
"Piper ulei C.DC.","275570","Piper ulei","Piperaceae",,"Piperaceae","VU","Vulnerável","2014"
"Calophyllum brasiliensis",,,,,,"CR","Criticamente em Perigo","2014"
"Begonia hilariana A.DC.","326309","Begonia hilariana","Begoniaceae",,"Begoniaceae","VU","Vulnerável","2014"
"Buddleja hatschbachii E. M. Norman & L. B. Sm.","281001","Buddleja hatschbachii","Scrophulariaceae",,"Scrophulariaceae","VU","Vulnerável","2014"
"Eryngium corallinum Mathias & Constance (= UMBELLIFEREA FIC)",,,,,,"VU","Vulnerável","2014"
"Digitaria myriostachya (Hack.) Henrard","371808","Digitaria myriostachya","Poaceae",,"Poaceae","EX","Extinta","2014"
"Bidens laevis (Lam.) B. S. P.","333669","Bidens laevis","Asteraceae",,"Asteraceae","EX","Extinta","2014"
"Dyckia ibiramensis Reitz","327641","Dyckia ibiramensis","Bromeliaceae",,"Bromeliaceae","CR","Criticamente em Perigo","2014"
"Anetium citrifolium (L.) Splitg.","349655","Anetium citrifolium","Pteridaceae",,"Pteridaceae","EX","Extinta","2014"
"Merostachys vestita Mc Clure&L.B.Sm.","277211","Merostachys vestita","Poaceae",,"Poaceae","VU","Vulnerável","2014"
"Hesperozygis dimidiata Epling & Mathias","333853","Hesperozygis dimidiata","Lamiaceae",,"Lamiaceae","VU","Vulnerável","2014"
"Nidularium catarinense Leme","328210","Nidularium catarinense","Bromeliaceae",,"Bromeliaceae","VU","Vulnerável","2014"
"Alstroemeria inodora Herb.","369555","Alstroemeria inodora","Alstroemeriaceae",,"Alstroemeriaceae","EX","Extinta","2014"
"Mikania paniculata DC.","325652","Mikania paniculata","Asteraceae",,"Asteraceae","VU","Vulnerável","2014"
"Salpichroa origanifolia (Lam.)Thellung","329778","Salpichroa origanifolia","Solanaceae",,"Solanaceae","EX","Extinta","2014"
"Asplenium lacinulatum Schrad.","298576","Asplenium lacinulatum","Aspleniaceae",,"Aspleniaceae","CR","Criticamente em Perigo","2014"
"Mimosa involucrata Benth","325992","Mimosa involucrata","Fabaceae",,"Fabaceae","VU","Vulnerável","2014"
"Elaphoglossum jamesonii (Hook. & Grév.) Moore","336229","Elaphoglossum jamesonii","Dryopteridaceae",,"Dryopteridaceae","EX","Extinta","2014"
"Prunus ulei Koehne","392693","Prunus ulei","Rosaceae",,"Rosaceae","EX","Extinta","2014"
"Spigelia catarinensis Guimarães & Fontella","335198","Spigelia catarinensis","Loganiaceae",,"Loganiaceae","EX","Extinta","2014"
"Hysterionica pinnatisecta Matzenb. & Sobral","325429","Hysterionica pinnatisecta","Asteraceae",,"Asteraceae","VU","Vulnerável","2014"
"Oxalis odonellii Lourteig",,,,,,"VU","Vulnerável","2014"
"Tassadia obovata Decne.","324052","Tassadia obovata","Apocynaceae",,"Apocynaceae","EX","Extinta","2014"
"Oxypetalum kleinii Fontella & Marquete","323752","Oxypetalum kleinii","Apocynaceae",,"Apocynaceae","VU","Vulnerável","2014"
"Calea ilienii Malme","389415","Calea ilienii","Asteraceae",,"Asteraceae","VU","Vulnerável","2014"
"Mimosa taimbensis Burkart","326063","Mimosa taimbensis","Fabaceae",,"Fabaceae","VU","Vulnerável","2014"
"Dendrophorbium missionum (Cabrera) C. Jeffrey",,,,,,"DD","Dados Insuficientes","2014"
"Hypochaeris glabra L.","380898","Hypochaeris glabra","Asteraceae",,"Asteraceae","EX","Extinta","2014"
"Habenaria ulei Cogn.","344332","Habenaria ulei","Orchidaceae",,"Orchidaceae","DD","Dados Insuficientes","2014"
"Oxypetalum foliosum Mart.","323722","Oxypetalum foliosum","Apocynaceae",,"Apocynaceae","EX","Extinta","2014"
"Pleurothallis binotii Regel","300343","Pleurothallis binotii","Orchidaceae",,"Orchidaceae","EX","Extinta","2014"
"Mollinedia howeana Perkins","339508","Mollinedia howeana","Monimiaceae",,"Monimiaceae","EX","Extinta","2014"
"Adiantum humile Kunze","349537","Adiantum humile","Pteridaceae",,"Pteridaceae","DD","Dados Insuficientes","2014"
"Callisthene kuhlmannii H.F.Martins","327118","Callisthene kuhlmannii","Vochysiaceae",,"Vochysiaceae","VU","Vulnerável","2014"
"Asclepias langsdorfii Fourn.","369958","Asclepias langsdorffii","Apocynaceae",,"Apocynaceae","DD","Dados Insuficientes","2014"
"Rudgea coriacea (Sprengel) K. Schumann","280047","Rudgea coriacea","Rubiaceae",,"Rubiaceae","EX","Extinta","2014"
"Anemia alfredi-rohrii Brade","298187","Anemia alfredi-rohrii","Anemiaceae",,"Anemiaceae","DD","Dados Insuficientes","2014"
"Myrceugenia smithii Landrum","341118","Myrceugenia smithii","Myrtaceae",,"Myrtaceae","VU","Vulnerável","2014"
"Oxypetalum arnottianum Buek","323671","Oxypetalum arnottianum","Apocynaceae",,"Apocynaceae","VU","Vulnerável","2014"
"Petunia ericifolia R. E. Fries","388308","Petunia ericifolia","Solanaceae",,"Solanaceae","EX","Extinta","2014"
"Bauhinia uruguayensis","325763","Bauhinia uruguayensis","Fabaceae",,"Fabaceae","VU","Vulnerável","2014"
"Psychotria malaneoides Mueller argoviensis","279866","Psychotria malaneoides","Rubiaceae",,"Rubiaceae","DD","Dados Insuficientes","2014"
"Nicotiana azambujae L.B.Sm. & Downs","281434","Nicotiana azambujae","Solanaceae",,"Solanaceae","EX","Extinta","2014"
"Mimosa dutrae","325968","Mimosa dutrae","Fabaceae",,"Fabaceae","VU","Vulnerável","2014"
"Austroeupatorium rosmarinaceum (Cabrera & Vittet) R.M.King & H.Rob.","390337","Austroeupatorium rosmarinaceum","Asteraceae",,"Asteraceae","VU","Vulnerável","2014"
"Hadrolaelia purpurata (Lindl.) Chiron & V. P. Castro","344371","Hadrolaelia purpurata","Orchidaceae",,"Orchidaceae","EN","Em Perigo","2014"
"Abutilon muelleri-friderici Gürke & Schum.","342323","Abutilon muelleri-friderici","Malvaceae",,"Malvaceae","EX","Extinta","2014"
"Hippeastrum rutilum (Gawl Ker). Herb.","310811","Hippeastrum rutilum","Amaryllidaceae",,"Amaryllidaceae","EX","Extinta","2014"
"Begonia kondereisiana L.B.Sm. & R.C.Sm.","326374","Begonia konderreisiana","Begoniaceae",,"Begoniaceae","VU","Vulnerável","2014"
"Scirpus cernuus Vahl","282308","Scirpus cernuus","Cyperaceae",,"Cyperaceae","EX","Extinta","2014"
"Gunnera herteri Ost.","333290","Gunnera herteri","Gunneraceae",,"Gunneraceae","EX","Extinta","2014"
"Fridericia speciosa Mart.","384414","Fridericia speciosa","Bignoniaceae",,"Bignoniaceae","EX","Extinta","2014"
"Asplenium resiliens Kunze","298678","Asplenium resiliens","Aspleniaceae",,"Aspleniaceae","DD","Dados Insuficientes","2014"
"Huperzia catharinae (Christ) Holub","348197","Huperzia catharinae","Lycopodiaceae",,"Lycopodiaceae","DD","Dados Insuficientes","2014"
"Trichomanes rupestre (Raddi) v. d. B.","392719","Trichomanes rupestre","Hymenophyllaceae",,"Hymenophyllaceae","EX","Extinta","2014"
"Stevia catharinensis Cabrera & Vittet","379442","Stevia catharinensis","Asteraceae",,"Asteraceae","VU","Vulnerável","2014"
"Veyretia undulata Szlach.","346228","Veyretia undulata","Orchidaceae",,"Orchidaceae","DD","Dados Insuficientes","2014"
"Dalbergia ernest-ulei Hoehne","326300","Dalbergia ernest-ulei","Fabaceae",,"Fabaceae","EX","Extinta","2014"
"Perezia multiflora subsp. sonchifolia (Baker)","370611","Perezia multiflora subsp. sonchifolia","Asteraceae",,"Asteraceae","DD","Dados Insuficientes","2014"
"Isoetes smithii H.P.Fuchs","347940","Isoetes smithii","Isoetaceae",,"Isoetaceae","DD","Dados Insuficientes","2014"
"Declieuxia dusenii standl.","278942","Declieuxia dusenii","Rubiaceae",,"Rubiaceae","VU","Vulnerável","2014"
"Acalypha brasiliensis Mueller Argoviensis","289019","Acalypha brasiliensis","Euphorbiaceae",,"Euphorbiaceae","EX","Extinta","2014"
"Passiflora reitzii Sacco","274531","Passiflora reitzii","Passifloraceae",,"Passifloraceae","VU","Vulnerável","2014"
"Dyckia distachya Hassler","327625","Dyckia distachya","Bromeliaceae",,"Bromeliaceae","EW","EW","2014"
"Ximenia americana Linnaeus","341668","Ximenia americana","Olacaceae",,"Olacaceae","EX","Extinta","2014"
"Adiantum digitatum Hook.","349510","Adiantum digitatum","Pteridaceae",,"Pteridaceae","DD","Dados Insuficientes","2014"
"Salvia platyfrons Epling & Játiva","301495","Salvia platyfrons","Lamiaceae",,"Lamiaceae","EX","Extinta","2014"
"Thinouia scandens (Cambessedes) Triana et Planchon","296810","Thinouia scandens","Sapindaceae",,"Sapindaceae","EX","Extinta","2014"
"Baccharis psammophila Malme","335409","Baccharis psammophila","Asteraceae",,"Asteraceae","VU","Vulnerável","2014"
