"Supplied Name","guid","scientificName","family","kingdom","family","status","statusSource","year"
"Hemitriccus furcatus (Lafresnaye, 1846)","122604","Hemitriccus furcatus","Rhynchocyclidae",,"Rhynchocyclidae","NT","Em perigo","2014"
"Balaenoptera acutorostrata Lacépède, 1804","234706","Balaenoptera acutorostrata","Balaenopteridae",,"Balaenopteridae","DD","Dados Insuficientes","2014"
"Cypsnagra hirundinacea (Lesson, 1831)","264610","Cypsnagra hirundinacea","Thraupidae","Animalia","Thraupidae","NT","Em perigo","2014"
"Mesodesma mactroides Reeve, 1854","149864","Mesodesma mactroides","Mesodesmatidae",,"Mesodesmatidae","NT","Em perigo","2014"
"Dendropsophus limai (Bokermann, 1962)","187011","Dendropsophus limai","Hylidae",,"Hylidae","DD","Dados Insuficientes","2014"
"Clibanornis dendrocolaptoides (Pelzeln, 1859)","231886","Clibanornis dendrocolaptoides","Furnariidae",,"Furnariidae","DD","Dados Insuficientes","2014"
"Strongylura marina (Walbaum, 1792)","272893","Strongylura marina","Belonidae",,"Belonidae","DD","Dados Insuficientes","2014"
"Benthana iporangensis Lima & Serejo, 1993","140132","Benthana iporangensis","Philosciidae",,"Philosciidae","NT","Em perigo","2014"
"Sphoeroides pachygaster (Müller & Troschel, 1848)","229200","Sphoeroides pachygaster","Tetraodontidae",,"Tetraodontidae","DD","Dados Insuficientes","2014"
"Cycloramphus izecksohni Heyer, 1983","264116","Cycloramphus izecksohni","Cycloramphidae",,"Cycloramphidae","DD","Dados Insuficientes","2014"
"Monodelphis kunsi Pine, 1975","147481","Monodelphis kunsi","Didelphidae",,"Didelphidae","NT","Quase Ameaçada","2014"
"Sphyrna mokarran (Ruppel, 1837)","202285","Sphyrna mokarran","Sphyrnidae",,"Sphyrnidae","DD","Dados Insuficientes","2014"
"Prochilodus vimboides Kner, 1859","203432","Prochilodus vimboides","Prochilodontidae",,"Prochilodontidae","NT","Quase Ameaçada","2014"
"Megalobulimus lopesi Leme, 1989","208555","Megalobulimus lopesi","Megalobulimidae",,"Megalobulimidae","NT","Em perigo","2014"
"Stenocercus azureus (Müller, 1882)","114378","Stenocercus azureus","Tropiduridae",,"Tropiduridae","NT","Em perigo","2014"
"Basileuterus leucophrys Pelzeln, 1868",,,,,,"NT","Em perigo","2014"
"Xenandra heliodes dibapha Stichel, 1909","219740","Xenandra heliodes dibapha","Riodinidae",,"Riodinidae","DD","Dados Insuficientes","2014"
"Myrmotherula unicolor (Ménétriès, 1835)","200235","Myrmotherula unicolor","Thamnophilidae",,"Thamnophilidae","NT","Em perigo","2014"
"Elaenia cristata Pelzeln, 1868","149423","Elaenia cristata","Tyrannidae","Animalia","Tyrannidae","NT","Em perigo","2014"
"Orecta lycidas lycidas (Boisduval, [1875])",,,,,,"DD","Dados Insuficientes","2014"
"Sporophila cinnamomea (Lafresnaye, 1839)","138877","Sporophila cinnamomea","Thraupidae","Animalia","Thraupidae","NT","Em perigo","2014"
"Potamolithus aff. 4 troglobius (Caverna Morro Preto e Caverna Couto - Iporanga)",,,,"Animalia",,"NT","Em perigo","2014"
"Cercosaura schreibersii albostrigata (Griffin, 1917)","204635","Cercosaura schreibersii albostrigata","Gymnophthalmidae",,"Gymnophthalmidae","NT","Em perigo","2014"
"Phylloscartes eximius (Temminck, 1822)","155005","Phylloscartes eximius","Rhynchocyclidae",,"Rhynchocyclidae","NT","Em perigo","2014"
"Peropteryx kappleri Peters, 1867","185483","Peropteryx kappleri","Emballonuridae",,"Emballonuridae","DD","Dados Insuficientes","2014"
"Trichomycterus florensis (Miranda-Ribeiro, 1943)",,,,,,"DD","Dados Insuficientes","2014"
"Scinax atratus (Peixoto,1989)","123119","Scinax atratus","Hylidae",,"Hylidae","DD","Dados Insuficientes","2014"
"Selene ômer (Linnaeus, 1758)",,,,,,"NT","Quase Ameaçada","2014"
"Halichondria tenebrica Carvalho & Hajdu, 2001","174521","Halichondria (Halichondria) tenebrica","Halichondriidae",,"Halichondriidae","DD","Dados Insuficientes","2014"
"Norops brasiliensis (Vanzolini & Williams, 1970)","141142","Norops brasiliensis","Dactyloidae",,"Dactyloidae","NT","Em perigo","2014"
"Phylloscartes paulista Ihering & Ihering, 1907","122645","Phylloscartes paulista","Rhynchocyclidae",,"Rhynchocyclidae","NT","Em perigo","2014"
"Potamolithus aff. 1 troglobius (Caverna Jeremias - Iporanga)",,,,"Animalia",,"NT","Em perigo","2014"
"Thalasseus acuflavidus (Cabot, 1847)","219173","Thalasseus acuflavidus","Sternidae",,"Sternidae","NT","Em perigo","2014"
"Phaetusa simplex (Gmelin, 1789)","219424","Phaetusa simplex","Sternidae",,"Sternidae","NT","Em perigo","2014"
"Thaptomys nigrita (Lichtenstein, 1829)","157388","Thaptomys nigrita","Cricetidae",,"Cricetidae","NT","Em perigo","2014"
"Symphurus tesselatus (Quoy & Gaimard, 1824)","233919","Symphurus tesselatus","Cynoglossidae",,"Cynoglossidae","DD","Dados Insuficientes","2014"
"Styela glans Herdman, 1881","220535","Styela glans","Styelidae",,"Styelidae","DD","Dados Insuficientes","2014"
"Tivela mactroides (Born, 1778)","182054","Tivela mactroides","Veneridae",,"Veneridae","NT","Em perigo","2014"
"Phylloscartes sylviolus (Cabanis & Heine, 1859)","217864","Phylloscartes sylviolus","Rhynchocyclidae",,"Rhynchocyclidae","NT","Quase Ameaçada","2014"
"Macrobrachium heterochirus (Wiegmann, 1836)","193662","Macrobrachium heterochirus","Palaemonidae",,"Palaemonidae","NT","Em perigo","2014"
"Cynoscion jamaicensis (Vaillant & Bocourt, 1883)","195198","Cynoscion jamaicensis","Sciaenidae",,"Sciaenidae","NT","Quase Ameaçada","2014"
"Brachycephalus atelopoides Miranda Ribeiro, 1920",,,,,,"DD","Dados Insuficientes","2014"
"Synallaxis scutata Sclater, 1859","137485","Synallaxis scutata","Furnariidae",,"Furnariidae","NT","Em perigo","2014"
"Phalotris lativittatus Ferrarezzi, 1993","149543","Phalotris lativittatus","Dipsadidae",,"Dipsadidae","NT","Quase Ameaçada","2014"
"Macrobrachium acanthurus (Wiegmann, 1836)","224792","Macrobrachium acanthurus","Palaemonidae",,"Palaemonidae","NT","Em perigo","2014"
"Scaptotrigona xanthotricha Moure, 1950","195741","Scaptotrigona xanthotricha","Apidae",,"Apidae","NT","Em perigo","2014"
"Tupinambis palustris Manzani & Abe, 2002","256436","Tupinambis palustris","Teiidae",,"Teiidae","DD","Dados Insuficientes","2014"
"Megalobulimus fragilior Ihering, 1901","208549","Megalobulimus fragilior","Megalobulimidae",,"Megalobulimidae","NT","Em perigo","2014"
"Myrmecophaga tridactyla Linnaeus, 1758","127145","Myrmecophaga tridactyla","Myrmecophagidae",,"Myrmecophagidae","NT","Em perigo","2014"
"Bembrops heterurus (Miranda Ribeiro, 1903)","203840","Bembrops heterurus","Bembropidae",,"Bembropidae","DD","Dados Insuficientes","2014"
"Myrmotherula minor Salvadori, 1864","262236","Myrmotherula minor","Thamnophilidae",,"Thamnophilidae","NT","Em perigo","2014"
"Aspistor luniscutis (Valenciennes, 1840)","230142","Aspistor luniscutis","Ariidae",,"Ariidae","DD","Dados Insuficientes","2014"
"Heliactin bilophus (Temminck, 1820)","178597","Heliactin bilophus","Trochilidae",,"Trochilidae","NT","Em perigo","2014"
"Ensiforma caerulea Jacoby, 1876","112216","Ensiforma caerulea","Chrysomelidae",,"Chrysomelidae","NT","Em perigo","2014"
"Pseudoryzomys simplex (Winge, 1887)","251614","Pseudoryzomys simplex","Cricetidae",,"Cricetidae","NT","Em perigo","2014"
"Tijuca atra Ferrusac, 1829",,,,,,"NT","Quase Ameaçada","2014"
"Alouatta clamitans Cabrera, 1940",,,,,,"NT","Em perigo","2014"
"Coptobrycon bilineatus (Ellis, 1911)","202420","Coptobrycon bilineatus","Characidae",,"Characidae","NT","Em perigo","2014"
"Syacium micrurum Ranzani, 1842","194549","Syacium micrurum","Paralichthyidae",,"Paralichthyidae","DD","Dados Insuficientes","2014"
"Centropomus undecimalis (Bloch, 1796)","256523","Centropomus undecimalis","Centropomidae",,"Centropomidae","NT","Quase Ameaçada","2014"
"Procacicus solitarius (Vieillot, 1816)","183664","Procacicus solitarius","Icteridae",,"Icteridae","DD","Dados Insuficientes","2014"
"Eumops hansae Sanborn, 1932","153688","Eumops hansae","Molossidae",,"Molossidae","DD","Dados Insuficientes","2014"
"Schoettella celiae Fernandes & Mendonça, 2008","155848","Schoetella celiae","Hypogastruridae",,"Hypogastruridae","DD","Dados Insuficientes","2014"
"Micropygia schomburgkii (Schomburgk, 1848)","211735","Micropygia schomburgkii","Rallidae",,"Rallidae","NT","Em perigo","2014"
"Etropus longimanus Norman, 1933","130436","Etropus longimanus","Paralichthyidae",,"Paralichthyidae","DD","Dados Insuficientes","2014"
"Scada karschina karschina (Herbst, 1792)","271651","Scada karschina karschina","Nymphalidae",,"Nymphalidae","NT","Em perigo","2014"
"Nomonyx dominica (Linnaeus, 1766)","213780","Nomonyx dominicus","Anatidae",,"Anatidae","NT","Quase Ameaçada","2014"
"Pyrrhocoma ruficeps (Strickland, 1844)","138880","Pyrrhocoma ruficeps","Thraupidae","Animalia","Thraupidae","NT","Quase Ameaçada","2014"
"Hylodes mertensi (Bokermann, 1956)","155634","Hylodes mertensi","Hylodidae",,"Hylodidae","DD","Dados Insuficientes","2014"
"Barycholos ternetzi (Miranda-Ribeiro, 1937)","124144","Barycholos ternetzi","Craugastoridae",,"Craugastoridae","DD","Dados Insuficientes","2014"
"Columbina minuta (Linnaeus, 1766)","215550","Columbina minuta","Columbidae",,"Columbidae","NT","Em perigo","2014"
"Urophycis mystacea Ribeiro, 1903","268131","Urophycis mystacea","Phycidae",,"Phycidae","NT","Quase Ameaçada","2014"
"Phanaeus dejeani Harold, 1868","160942","Phanaeus (Notiophanaeus) dejeani","Scarabaeidae",,"Scarabaeidae","NT","Em perigo","2014"
"Mesodesma mactroides Reeve, 1854","149864","Mesodesma mactroides","Mesodesmatidae",,"Mesodesmatidae","NT","Em perigo","2014"
"Neoplecostomus botucatu Roxo, Oliveira & Zawadzki, 2012","141285","Neoplecostomus botucatu","Loricariidae",,"Loricariidae","NT","Em perigo","2014"
"Cerianthomorphe brasiliensis Carlgreen, 1931",,,,,,"NT","Em perigo","2014"
"Cynoscion virescens (Cuvier, 1830)","225439","Cynoscion virescens","Sciaenidae",,"Sciaenidae","NT","Quase Ameaçada","2014"
"Littoraria angulifera (Lamarck, 1822)","171932","Littoraria angulifera","Littorinidae",,"Littorinidae","NT","Em perigo","2014"
"Phylloscartes difficilis (Ihering & Ihering, 1907)","155007","Phylloscartes difficilis","Rhynchocyclidae",,"Rhynchocyclidae","NT","Quase Ameaçada","2014"
"Scinax canastrensis (Cardoso & Haddad, 1982)","155498","Scinax canastrensis","Hylidae",,"Hylidae","DD","Dados Insuficientes","2014"
"Clyomys laticeps (Thomas, 1909)","246703","Clyomys laticeps","Echimyidae",,"Echimyidae","DD","Dados Insuficientes","2014"
"Megaelosia jordanensis (Heyer, 1983)","156719","Megaelosia jordanensis","Hylodidae",,"Hylodidae","DD","Dados Insuficientes","2014"
"Delphinus capensis Gray, 1828",,,,,,"DD","Dados Insuficientes","2014"
"Mastigoceras camponoti Handschin, 1924","250419","Mastigoceras camponoti","Entomobryidae",,"Entomobryidae","DD","Dados Insuficientes","2014"
"Poecilotriccus latirostris (Pelzeln, 1868)","152544","Poecilotriccus latirostris","Rhynchocyclidae",,"Rhynchocyclidae","NT","Quase Ameaçada","2014"
"Cranioleuca obsoleta (Reichenbach, 1853)","201119","Cranioleuca obsoleta","Furnariidae",,"Furnariidae","DD","Dados Insuficientes","2014"
"Boridia grossidens Cuvier, 1830","205088","Boridia grossidens","Haemulidae",,"Haemulidae","DD","Dados Insuficientes","2014"
"Pseudanurida sawayana Schuster, 1965","192097","Pseudanurida sawayana","Neanuridae",,"Neanuridae","NT","Quase Ameaçada","2014"
"Hemiramphus úcid Lesueur, 1821",,,,,,"DD","Dados Insuficientes","2014"
"Leopardus colocolo (Molina, 1782)",,,,,,"DD","Dados Insuficientes","2014"
"Eudistoma clavatum Rocha & Bonnet, 2009","117281","Eudistoma clavatum","Polycitoridae",,"Polycitoridae","NT","Em perigo","2014"
"Globicephala melas (Traill, 1809)","142274","Globicephala melas","Delphinidae",,"Delphinidae","DD","Dados Insuficientes","2014"
"Dasyatis hypostigma Santos e Carvalho","142033","Dasyatis hypostigma","Dasyatidae",,"Dasyatidae","DD","Dados Insuficientes","2014"
"Lagocephalus laevigatus (Linnaeus, 1758)","229007","Lagocephalus laevigatus","Tetraodontidae",,"Tetraodontidae","DD","Dados Insuficientes","2014"
"Cyclopsetta fimbriata (Goode & Bean, 1885)","256672","Cyclopsetta fimbriata","Paralichthyidae",,"Paralichthyidae","DD","Dados Insuficientes","2014"
"Ischnocnema pusilla (Bokermann, 1967)","273817","Ischnocnema pusilla","Brachycephalidae",,"Brachycephalidae","DD","Dados Insuficientes","2014"
"Xenodon nattereri (Steindachner, 1867)","122741","Xenodon nattereri","Dipsadidae",,"Dipsadidae","NT","Em perigo","2014"
"Laterallus xenopterus Conover, 1934","242548","Laterallus xenopterus","Rallidae",,"Rallidae","NT","Em perigo","2014"
"Myiopagis gaimardii (d'Orbigny, 1839)","149289","Myiopagis gaimardii","Tyrannidae","Animalia","Tyrannidae","NT","Em perigo","2014"
"Onychorhynchus swainsoni (Pelzeln, 1858)","188274","Onychorhynchus swainsoni","Onychorhynchidae",,"Onychorhynchidae","NT","Em perigo","2014"
"Arrhopalites aff. Amorimi úcida-Vargas & Zeppelini, 1995 (Córrego Carniça - Iporanga)",,,,"Animalia",,"DD","Dados Insuficientes","2014"
"Arthmius aff. elegantulus Fletcher, 1928 (Gruta da Arataca - Iporanga)",,,,,,"NT","Em perigo","2014"
"Diplodon rotundus (Ihering, 1893)",,,,,,"NT","Em perigo","2014"
"Coscinasterias tenuispina (Lamarck, 1816)","200189","Coscinasterias tenuispina","Asteriidae",,"Asteriidae","NT","Em perigo","2014"
"Dasyprocta leporina (Linnaeus, 1758)","236450","Dasyprocta leporina","Dasyproctidae",,"Dasyproctidae","NT","Quase Ameaçada","2014"
"Nyctinomops macrotis (Gray, 1839)","121450","Nyctinomops macrotis","Molossidae",,"Molossidae","DD","Dados Insuficientes","2014"
"Timea stellata (Bowerbank, 1866)","139573","Timea stellata","Timeidae",,"Timeidae","DD","Dados Insuficientes","2014"
"Perrissophlebiodes flinti (Savage, 1982)","199219","Perissophlebiodes flinti","Leptophlebiidae",,"Leptophlebiidae","NT","Em perigo","2014"
"Fossula fossiculifera (Orbigny, 1835)","190268","Fossula fossiculifera","Mycetopodidae",,"Mycetopodidae","NT","Em perigo","2014"
"Syrbatus aff. clypeatus (Reitter, 1882) (Gruta dos Crioulos - Campos do Jordão)",,,,"Animalia",,"NT","Em perigo","2014"
"Brycon nattereri Günther, 1864","119714","Brycon nattereri","Bryconidae",,"Bryconidae","NT","Em perigo","2014"
"Jacamaralcyon tridactyla (Vieillot, 1817)","137607","Jacamaralcyon tridactyla","Galbulidae",,"Galbulidae","NT","Em perigo","2014"
"Mobula tarapacana (Philippi, 1893)","159023","Mobula tarapacana","Myliobatidae",,"Myliobatidae","DD","Dados Insuficientes","2014"
"Sporophila falcirostris (Temminck, 1820)","202499","Sporophila falcirostris","Thraupidae","Animalia","Thraupidae","NT","Em perigo","2014"
"Myliobatis goodei Garman, 1885","191533","Myliobatis goodei","Myliobatidae",,"Myliobatidae","DD","Dados Insuficientes","2014"
"Scinax caldarum (B. Lutz, 1968)","186894","Scinax caldarum","Hylidae",,"Hylidae","DD","Dados Insuficientes","2014"
"Diopatra cuprea Bosc, 1802","216406","Diopatra cuprea","Onuphidae",,"Onuphidae","NT","Em perigo","2014"
"Bubo virginianus (Gmelin, 1788)","124764","Bubo virginianus","Strigidae",,"Strigidae","NT","Em perigo","2014"
"Progaripus nigrimanus Mahnert, 2001","248350","Progarypus nigrimanus","Olpiidae",,"Olpiidae","NT","Em perigo","2014"
"Neopelma pallescens (Lafresnaye, 1853)","114363","Neopelma pallescens","Pipridae",,"Pipridae","NT","Em perigo","2014"
"Crossodactylus gaudichaudii Duméril & Bibron, 1841","249559","Crossodactylus gaudichaudii","Hylodidae",,"Hylodidae","DD","Dados Insuficientes","2014"
"Pseudopercis semifasciata (Cuvier, 1829)","268706","Pseudopercis semifasciata","Pinguipedidae",,"Pinguipedidae","DD","Dados Insuficientes","2014"
"Achirus declivis Chabanaud, 1940","179011","Achirus declivis","Achiridae",,"Achiridae","DD","Dados Insuficientes","2014"
"Crossodactylus grandis B. Lutz, 1951","186575","Crossodactylus grandis","Hylodidae",,"Hylodidae","DD","Dados Insuficientes","2014"
"Anchoviella brevirostris (Günther 1868)","218820","Anchoviella brevirostris","Engraulidae",,"Engraulidae","DD","Dados Insuficientes","2014"
"Halella aff. 2 caeca (Caverna Calcário Branco - Iporanga)",,,,"Animalia",,"NT","Em perigo","2014"
"Microcaecilia supernumeraria Taylor, 1969","136589","Microcaecilia supernumeraria","Siphonopidae",,"Siphonopidae","DD","Dados Insuficientes","2014"
"Brachystomella agrosa Wray, 1953","238396","Brachystomella agrosa","Brachystomellidae",,"Brachystomellidae","NT","Quase Ameaçada","2014"
"Megasoma aff. rumbucheri Fisher, 1968 (Ribeirão Preto, Piracicaba, Pirassununga)",,,,"Animalia",,"NT","Em perigo","2014"
"Mesosemia acuta Hewitson, 1873","188102","Mesosemia acuta","Riodinidae",,"Riodinidae","DD","Dados Insuficientes","2014"
"Aramides mangle (Spix, 1825)","242829","Aramides mangle","Rallidae",,"Rallidae","NT","Em perigo","2014"
"Dermochelys coriacea (Linnaeus, 1766)","268299","Dermochelys coriacea","Dermochelyidae",,"Dermochelyidae","NT","Em perigo","2014"
"Adelomelon beckii (Broderip, 1836)","183723","Adelomelon beckii","Volutidae",,"Volutidae","NT","Em perigo","2014"
"Diaemus youngii (Jentink, 1893)","142731","Diaemus youngii","Phyllostomidae",,"Phyllostomidae","NT","Em perigo","2014"
"Symphurus ginsburgi Menezes & Benvegnú, 1976","170839","Symphurus ginsburgi","Cynoglossidae",,"Cynoglossidae","DD","Dados Insuficientes","2014"
"Eudistoma clavatum Rocha & Bonnet, 2009","117281","Eudistoma clavatum","Polycitoridae",,"Polycitoridae","NT","Em perigo","2014"
"Rhinocricus padbergi Verhoef, 1938","213426","Rhinocricus padbergi","Rhinocricidae",,"Rhinocricidae","NT","Em perigo","2014"
"Bothrops neuwiedi Wagler, 1824","183320","Bothrops neuwiedi","Viperidae",,"Viperidae","DD","Dados Insuficientes","2014"
"Bothrops mattogrossensis Amaral, 1925","135000","Bothrops mattogrossensis","Viperidae",,"Viperidae","DD","Dados Insuficientes","2014"
"Diodon holocanthus Linnaeus, 1758","114577","Diodon holocanthus","Diodontidae",,"Diodontidae","DD","Dados Insuficientes","2014"
"Tonna galea (Linnaeus, 1758)","234649","Tonna galea","Tonnidae",,"Tonnidae","NT","Em perigo","2014"
"Accipiter superciliosus (Linnaeus, 1766)","210164","Accipiter superciliosus","Accipitridae","Animalia","Accipitridae","NT","Quase Ameaçada","2014"
"Megaelosia bocainensis Giaretta, Bokermann & Haddad, 1993","218477","Megaelosia bocainensis","Hylodidae",,"Hylodidae","DD","Dados Insuficientes","2014"
"Citharichthys arenaceus Evermann & Marsh, 1900",,,,,,"DD","Dados Insuficientes","2014"
"Paroaria capitata (d'Orbigny & Lafresnaye, 1837)","138585","Paroaria capitata","Thraupidae","Animalia","Thraupidae","DD","Dados Insuficientes","2014"
"Carpornis melanocephala (Wied, 1820)","187043","Carpornis melanocephala","Cotingidae",,"Cotingidae","NT","Em perigo","2014"
"Cypseloides senex (Temminck, 1826)","270476","Cypseloides senex","Apodidae",,"Apodidae","NT","Quase Ameaçada","2014"
"Crax fasciolata Spix, 1825","187010","Crax fasciolata","Cracidae",,"Cracidae","NT","Em perigo","2014"
"Euryzygomatomys spinosus (Fischer, 1814)","136869","Euryzygomatomys spinosus","Echimyidae",,"Echimyidae","DD","Dados Insuficientes","2014"
"Homodiaetus graciosa Koch, 2002","268224","Homodiaetus graciosa","Trichomycteridae",,"Trichomycteridae","NT","Em perigo","2014"
"Pyura mariscata Rodrigues 1966","241862","Pyura mariscata","Pyuridae",,"Pyuridae","DD","Dados Insuficientes","2014"
"Branchiostoma platae (Hubbs, 1922)","118920","Branchiostoma platae","Branchiostomidae",,"Branchiostomidae","NT","Quase Ameaçada","2014"
"Polystictus pectoralis (Vieillot, 1817)","212254","Polystictus pectoralis","Tyrannidae","Animalia","Tyrannidae","NT","Em perigo","2014"
"Symphurus kyaropterygium Menezes & Benvegnú, 1976","203105","Symphurus kyaropterygium","Cynoglossidae",,"Cynoglossidae","DD","Dados Insuficientes","2014"
"Sphoeroides testudineus (Linnaeus, 1758)","134729","Sphoeroides testudineus","Tetraodontidae",,"Tetraodontidae","DD","Dados Insuficientes","2014"
"Bothus maculiferus (Poey, 1860)","268723","Bothus maculiferus","Bothidae",,"Bothidae","DD","Dados Insuficientes","2014"
"Eurythoe complanata (Pallas, 1778)","212764","Eurythoe complanata","Amphinomidae",,"Amphinomidae","NT","Em perigo","2014"
"Stellifer stellifer (Bloch, 1790)","163973","Stellifer stellifer","Sciaenidae",,"Sciaenidae","DD","Dados Insuficientes","2014"
"Plectrypops retrospinis (Guichenot, 1853)","150171","Plectrypops retrospinis","Holocentridae",,"Holocentridae","NT","Quase Ameaçada","2014"
"Rhizoprionodon porosus (Poey, 1861)","128528","Rhizoprionodon porosus","Carcharhinidae",,"Carcharhinidae","NT","Quase Ameaçada","2014"
"Spizaetus ornatus (Daudin, 1800)","210161","Spizaetus ornatus","Accipitridae","Animalia","Accipitridae","NT","Em perigo","2014"
"Tapirus terrestris (Linnaeus, 1758)","256113","Tapirus terrestris","Tapiriidae",,"Tapiriidae","NT","Em perigo","2014"
"Bothrops itapetiningae (Boulenger, 1907)","152288","Bothrops itapetiningae","Viperidae",,"Viperidae","NT","Em perigo","2014"
"Nyctibius grandis (Gmelin, 1789)","261619","Nyctibius grandis","Nyctibiidae",,"Nyctibiidae","NT","Em perigo","2014"
"Callicebus nigrifrons (Spix, 1823)","147123","Callicebus nigrifrons","Pitheciidae",,"Pitheciidae","NT","Quase Ameaçada","2014"
"Dasyatis centroura (Mitchill, 1815)","236417","Dasyatis centroura","Dasyatidae",,"Dasyatidae","DD","Dados Insuficientes","2014"
"Neochen jubata (Spix, 1825)","214017","Neochen jubata","Anatidae",,"Anatidae","NT","Em perigo","2014"
"Drymoreomys albimaculatus Percequillo, Weksler & Costa, 2011","125370","Drymoreomys albimaculatus","Cricetidae",,"Cricetidae","NT","Quase Ameaçada","2014"
"Megaptera novaeangliae (Borowski, 1781)","171901","Megaptera novaeangliae","Balaenopteridae",,"Balaenopteridae","DD","Dados Insuficientes","2014"
"Astyanax trierythropterus Godoy, 1970","138581","Astyanax trierythropterus","Characidae",,"Characidae","DD","Dados Insuficientes","2014"
"Iodopleura pipra (Lesson, 1831)","171889","Iodopleura pipra","Tityridae",,"Tityridae","NT","Em perigo","2014"
"Diphylla ecaudata Spix, 1823","142610","Diphylla ecaudata","Phyllostomidae",,"Phyllostomidae","NT","Em perigo","2014"
"Thyroptera tricolor Spix, 1823","233858","Thyroptera tricolor","Thyropteridae",,"Thyropteridae","NT","Em perigo","2014"
"Ptereleotris randalli Gasparini, Rocha & Floeter, 2001","171873","Ptereleotris randalli","Gobiidae",,"Gobiidae","DD","Dados Insuficientes","2014"
"Proisotoma ramosi Arlé, 1960","191125","Proisotoma ramosi","Isotomidae",,"Isotomidae","DD","Dados Insuficientes","2014"
"Touit melanonotus (Wied, 1820)","268953","Touit melanonotus","Psittacidae","Animalia","Psittacidae","NT","Em perigo","2014"
"Monodelphis iheringi (Thomas, 1888)","116261","Monodelphis iheringi","Didelphidae",,"Didelphidae","NT","Em perigo","2014"
"Sibynomorphus ventrimaculatus (Boulenger, 1885)","122845","Sibynomorphus ventrimaculatus","Dipsadidae",,"Dipsadidae","DD","Dados Insuficientes","2014"
"Aegognathus spitzi Ohaus, 1929","236088","Aegognathus spitzi","Lucanidae",,"Lucanidae","NT","Em perigo","2014"
"Megalobulimus yporanganus Ihering & Pilsbry, 1901","239645","Megalobulimus yporanganus","Megalobulimidae",,"Megalobulimidae","NT","Em perigo","2014"
"Ozotoceros bezoarticus (Linnaeus, 1758)","200018","Ozotoceros bezoarticus","Cervidae",,"Cervidae","NT","Em perigo","2014"
"Xenodon histricus (Jan, 1863)","180863","Xenodon histricus","Dipsadidae",,"Dipsadidae","DD","Dados Insuficientes","2014"
"Biatas nigropectus (Lafresnaye, 1850)","136641","Biatas nigropectus","Thamnophilidae",,"Thamnophilidae","NT","Em perigo","2014"
"Ortilia polinella (A. Hall, 1928)","200032","Ortilia polinella","Nymphalidae",,"Nymphalidae","NT","Em perigo","2014"
"Procellaria conspicillata Gould, 1844","203824","Procellaria conspicillata","Procellariidae",,"Procellariidae","NT","Em perigo","2014"
"Synargis ethelinda (Hewitson, 1870)","187672","Synargis ethelinda","Riodinidae",,"Riodinidae","DD","Dados Insuficientes","2014"
"Strix huhula Daudin, 1800","220284","Strix huhula","Strigidae",,"Strigidae","DD","Dados Insuficientes","2014"
"Genidens genidens (Cuvier, 1829)","230155","Genidens genidens","Ariidae",,"Ariidae","DD","Dados Insuficientes","2014"
"Antrostomus sericocaudatus Cassin, 1849","222133","Antrostomus sericocaudatus","Caprimulgidae",,"Caprimulgidae","NT","Em perigo","2014"
"Liotyphlops ternetzii (Boulenger, 1896)","245088","Liotyphlops ternetzii","Anomalepididae",,"Anomalepididae","DD","Dados Insuficientes","2014"
"Amazona amazonica (Linnaeus, 1766)","238123","Amazona amazonica","Psittacidae","Animalia","Psittacidae","NT","Em perigo","2014"
"Charonias theano (Boisduval, 1836)","268565","Charonias theano","Pieridae",,"Pieridae","NT","Em perigo","2014"
"Ibycter americanus (Boddaert, 1783)","226313","Ibycter americanus","Falconidae",,"Falconidae","NT","Em perigo","2014"
"Tryngites subruficollis (Vieillot, 1819)",,,,,,"NT","Quase Ameaçada","2014"
"Acanthocybium solandri (Cuvier, 1832)","165286","Acanthocybium solandri","Scombridae",,"Scombridae","DD","Dados Insuficientes","2014"
"Anodontites soleniformes D`Orbigny, 1835",,,,,,"NT","Em perigo","2014"
"Symphurus diomedeamus (Goode & Bean, 1885)",,,,,,"DD","Dados Insuficientes","2014"
"Isbrueckerichthys duseni (Miranda-Ribeiro, 1907)","172555","Isbrueckerichthys duseni","Loricariidae",,"Loricariidae","NT","Em perigo","2014"
"Mabuya caissara Rebouças-Spieker, 1974","258081","Mabuya caissara","Scincidae",,"Scincidae","NT","Em perigo","2014"
"Numenius borealis (Forster, 1772)","164987","Numenius borealis","Scolopacidae",,"Scolopacidae","NT","Em perigo","2014"
"Pachyramphus marginatus (Lichtenstein, 1823)","234774","Pachyramphus marginatus","Tityridae",,"Tityridae","NT","Quase Ameaçada","2014"
"Characidium schubarti Travassos, 1955","156999","Characidium schubarti","Crenuchidae",,"Crenuchidae","NT","Em perigo","2014"
"Megasoma actaeon janus Felsche, 1906",,,,,,"NT","Em perigo","2014"
"Gallinago undulata (Boddaert, 1783)","196299","Gallinago undulata","Scolopacidae",,"Scolopacidae","NT","Quase Ameaçada","2014"
"Seira atrolutea (Arlé, 1939)","250286","Seira atrolutea","Entomobryidae",,"Entomobryidae","DD","Dados Insuficientes","2014"
"Holacanthus ciliaris (Linnaeus, 1758)","117912","Holacanthus ciliaris","Pomacanthidae",,"Pomacanthidae","NT","Quase Ameaçada","2014"
"Diplodon rotundus (Ihering, 1893)",,,,,,"NT","Em perigo","2014"
