"Supplied Name","guid","scientificName","family","kingdom","family","status","statusSource","year"
"Scutia arenicola (Casar.) Reissek","346926","Scutia arenicola","Rhamnaceae",,"Rhamnaceae","EN","Em Perigo","2016"
"Byrsonima psilandra Griseb.","321457","Byrsonima psilandra","Malpighiaceae",,"Malpighiaceae","EN","Em Perigo","2016"
"Paspalum falcatum Nees ex Steud.","277519","Paspalum falcatum","Poaceae",,"Poaceae","EN","Em Perigo","2016"
"Gouania corylifolia Raddi","295794","Gouania corylifolia","Rhamnaceae",,"Rhamnaceae","VU","Vulnerável","2016"
"Manettia pauciflora Dusén","279575","Manettia pauciflora","Rubiaceae",,"Rubiaceae","VU","Vulnerável","2016"
"Grammiris fluminensis Fée",,,,,,"EN","Em Perigo","2016"
"Eryngium sanguisorba Cham. & Schltdl.","310912","Eryngium sanguisorba","Apiaceae",,"Apiaceae","EX","Extinta","2016"
"Calyptranthes grammica (Spreng.) D.Legrand","340022","Calyptranthes grammica","Myrtaceae",,"Myrtaceae","VU","Vulnerável","2016"
"Genlisea repens Benj.","335008","Genlisea repens","Lentibulariaceae",,"Lentibulariaceae","EN","Em Perigo","2016"
"Epidendrum filicaule Lindl.","343791","Epidendrum filicaule","Orchidaceae",,"Orchidaceae","VU","Vulnerável","2016"
"Agrostis longiberbis Hack. ex L.B.Sm.","275818","Agrostis longiberbis","Poaceae",,"Poaceae","EN","Em Perigo","2016"
"Roupala sculpta Sleumer","278552","Roupala sculpta","Proteaceae",,"Proteaceae","VU","Vulnerável","2016"
"Galianthe pseudopeciolata E.L.Cabral","279295","Galianthe pseudopeciolata","Rubiaceae",,"Rubiaceae","EX","Extinta","2016"
"Leersia ligularis Trin.","277032","Leersia ligularis","Poaceae",,"Poaceae","CR","Criticamente em Perigo","2016"
"Calypogeia uncinulatula Herzog","363499","Calypogeia uncinulatula","Calypogeiaceae",,"Calypogeiaceae","EX","Extinta","2016"
"Sporobolus adustus (Trin.) Roseng., B.R.Arrill. & Izag.","277996","Sporobolus adustus","Poaceae",,"Poaceae","CR","Criticamente em Perigo","2016"
"Sinningia iarae Chautems","333143","Sinningia iarae","Gesneriaceae",,"Gesneriaceae","EN","Em Perigo","2016"
"Lellingeria brasiliensis (Rosenst.) Labiak","348885","Lellingeria brasiliensis","Polypodiaceae",,"Polypodiaceae","VU","Vulnerável","2016"
"Stevia alternifolia Hieron.","313356","Stevia alternifolia","Asteraceae",,"Asteraceae","EX","Extinta","2016"
"Pseudobombax tomentosum (Mart. & Zucc.) A.Robyns","309195","Pseudobombax tomentosum","Malvaceae",,"Malvaceae","VU","Vulnerável","2016"
"Eugenia gracillima Kiaersk.","340372","Eugenia gracillima","Myrtaceae",,"Myrtaceae","VU","Vulnerável","2016"
"Porotrichum thieleanum (Müll.Hal.) Mitt.","361681","Porotrichum thieleanum","Neckeraceae",,"Neckeraceae","EX","Extinta","2016"
"Pseudobombax marginatum (St. Hil) A.Robyns","309186","Pseudobombax marginatum","Malvaceae",,"Malvaceae","EN","Em Perigo","2016"
"Cyrtopodium lissochiloides Hoehne & Schltr.","343530","Cyrtopodium lissochiloides","Orchidaceae",,"Orchidaceae","EX","Extinta","2016"
"Bazzania roraimensis (Steph.) Fulford","364968","Bazzania roraimensis","Lepidoziaceae",,"Lepidoziaceae","EX","Extinta","2016"
"Plinia complanata M.L.Kawas. & B.Holst","341671","Plinia complanata","Myrtaceae",,"Myrtaceae","EN","Em Perigo","2016"
"Octomeria alexandri Schltr.","344813","Octomeria alexandri","Orchidaceae",,"Orchidaceae","EN","Em Perigo","2016"
"Hippeastrum blossfeldiae (Traub & L.J.Doran) van Scheepen","369763","Hippeastrum blossfeldiae","Amaryllidaceae",,"Amaryllidaceae","VU","Vulnerável","2016"
"Hemiscola diffusa (Banks ex DC.) Iltis","340389","Hemiscola diffusa","Cleomaceae",,"Cleomaceae","EX","Extinta","2016"
"Aegiphila capitata Moldenke","333704","Aegiphila capitata","Lamiaceae",,"Lamiaceae","EX","Extinta","2016"
"Eugenia pisiformis Cambess.","340635","Eugenia pisiformis","Myrtaceae",,"Myrtaceae","VU","Vulnerável","2016"
"Billbergia nutans H.Wendl. ex Regel","327270","Billbergia nutans","Bromeliaceae",,"Bromeliaceae","VU","Vulnerável","2016"
"Andropogon carinatus Nees","275852","Andropogon carinatus","Poaceae",,"Poaceae","EX","Extinta","2016"
"Portulaca halimoides L.","295685","Portulaca halimoides","Portulacaceae",,"Portulacaceae","EX","Extinta","2016"
"Herpertineuron toccoae (Sull. & Lesq.) Cardot","359595","Herpertineuron toccoae","Anomodontaceae",,"Anomodontaceae","VU","Vulnerável","2016"
"Hippeastrum angustifolium Pax","351756","Hippeastrum angustifolium","Amaryllidaceae",,"Amaryllidaceae","EW","EW","2016"
"Ceratolejeunea filaria (Taylor ex Lehm.) Steph.","364159","Ceratolejeunea filaria","Lejeuneaceae",,"Lejeuneaceae","EX","Extinta","2016"
"Annona glaucophylla R.E.Fr.","370701","Annona glaucophylla","Annonaceae",,"Annonaceae","EX","Extinta","2016"
"Anemopaegma arvense (Vell.) Stellfeld ex de Souza","381706","Anemopaegma arvense","Bignoniaceae",,"Bignoniaceae","EN","Em Perigo","2016"
"Myrceugenia alpigena (DC.) Landrum","341041","Myrceugenia alpigena","Myrtaceae",,"Myrtaceae","VU","Vulnerável","2016"
"Philodendron bipennifolium Schott","324505","Philodendron bipennifolium","Araceae",,"Araceae","VU","Vulnerável","2016"
"Meniscium macrophyllum Kunze","395335","Meniscium macrophyllum","Thelypteridaceae",,"Thelypteridaceae","EX","Extinta","2016"
"Neomarica glauca (Seub. ex Klatt) Sprague","333567","Neomarica glauca","Iridaceae",,"Iridaceae","VU","Vulnerável","2016"
"Cirrhaea loddigesii Lindl.","343275","Cirrhaea loddigesii","Orchidaceae",,"Orchidaceae","CR","Criticamente em Perigo","2016"
"Neomitranthes graciis (D.Legrand) D.Legrand",,,,,,"EN","Em Perigo","2016"
"Myrcia anomala Cambess.","341144","Myrcia anomala","Myrtaceae",,"Myrtaceae","EX","Extinta","2016"
"Rourea pseudospadicea G.Schellenb.","330307","Rourea pseudospadicea","Connaraceae",,"Connaraceae","EN","Em Perigo","2016"
"Hippeastrum psittacinum (Ker Gawl.) Herb.","369787","Hippeastrum psittacinum","Amaryllidaceae",,"Amaryllidaceae","EN","Em Perigo","2016"
"Urbanodendron bahiense (Meisn.) Rohwer","334918","Urbanodendron bahiense","Lauraceae",,"Lauraceae","VU","Vulnerável","2016"
"Ocotea catharinensis Mez","334675","Ocotea catharinensis","Lauraceae",,"Lauraceae","VU","Vulnerável","2016"
"Eremanthus elaeagnus (Mart. ex DC.) Sch.Bip.","312347","Eremanthus elaeagnus","Asteraceae",,"Asteraceae","VU","Vulnerável","2016"
"Habenaria trifida Kunth","344329","Habenaria trifida","Orchidaceae",,"Orchidaceae","VU","Vulnerável","2016"
"Guettarda platyphylla Müll.Arg.","279427","Guettarda platyphylla","Rubiaceae",,"Rubiaceae","EX","Extinta","2016"
"Peperomia velloziana Miq.","275135","Peperomia velloziana","Piperaceae",,"Piperaceae","EX","Extinta","2016"
"Chusquea erecta L.G.Clark","276341","Chusquea erecta","Poaceae",,"Poaceae","EN","Em Perigo","2016"
"Pelekium muricatulum (Hampe) A.Touw","363303","Pelekium muricatulum","Thuidiaceae",,"Thuidiaceae","VU","Vulnerável","2016"
"Rhipsalis crispata Pfeiff.","368283","Rhipsalis crispata","Cactaceae",,"Cactaceae","VU","Vulnerável","2016"
"Eugenia nutans O.Berg","340575","Eugenia nutans","Myrtaceae",,"Myrtaceae","VU","Vulnerável","2016"
"Paspalum erianthum Nees ex Trin.","277511","Paspalum erianthum","Poaceae",,"Poaceae","EN","Em Perigo","2016"
"Leandra lancifolia Cogn.","337919","Leandra lancifolia","Melastomataceae",,"Melastomataceae","EN","Em Perigo","2016"
"Rhachithecium perpusillum (Thwaites & Mitt.) Broth.","362650","Rhachithecium perpusillum","Rhachitheciaceae",,"Rhachitheciaceae","VU","Vulnerável","2016"
"Tillandsia araujei Mez","328571","Tillandsia araujei","Bromeliaceae",,"Bromeliaceae","VU","Vulnerável","2016"
"Acrocomia emensis (Toledo) Lorenzi","383921","Acrocomia emensis","Arecaceae",,"Arecaceae","VU","Vulnerável","2016"
"Hoehenbergia ridleyi (Baker) Mez",,,,,,"VU","Vulnerável","2016"
"Bifrenaria tyrianthina (Lodd.) Reichb.f.","293721","Bifrenaria tyrianthina","Orchidaceae",,"Orchidaceae","EW","EW","2016"
"Codonanthe venosa Chautems","332901","Codonanthe venosa","Gesneriaceae",,"Gesneriaceae","VU","Vulnerável","2016"
"Sphagnum gracilescens Müll. Hal.","363042","Sphagnum gracilescens","Sphagnaceae",,"Sphagnaceae","VU","Vulnerável","2016"
"Myrceugenia hoehnei (Burret) D.Legrand & Kausel","341076","Myrceugenia hoehnei","Myrtaceae",,"Myrtaceae","VU","Vulnerável","2016"
"Paspalum geminiflorum Steud.","348852","Paspalum geminiflorum","Poaceae",,"Poaceae","EX","Extinta","2016"
"Staurogyne itatiaiae (Wawra) Leonard","369396","Staurogyne itatiaiae","Acanthaceae",,"Acanthaceae","EN","Em Perigo","2016"
"Neogardneria murrayana (Gardner ex Hook.) Schltr.","344788","Neogardneria murrayana","Orchidaceae",,"Orchidaceae","EN","Em Perigo","2016"
"Peperomia hemmendorffii Yuncker","274882","Peperomia hemmendorffii","Piperaceae",,"Piperaceae","EX","Extinta","2016"
"Peperomia hernandiifolia (Vahl) A.Dietr.","274888","Peperomia hernandiifolia","Piperaceae",,"Piperaceae","EX","Extinta","2016"
"Eugenia stephanii O.Berg","340759","Eugenia stephanii","Myrtaceae",,"Myrtaceae","EX","Extinta","2016"
"Miconia polyandra Gardner","338486","Miconia polyandra","Melastomataceae",,"Melastomataceae","VU","Vulnerável","2016"
"Peperomia gracilis Dahlst.","274876","Peperomia gracilis","Piperaceae",,"Piperaceae","EN","Em Perigo","2016"
"Myrcia rupicola D.Legrand","341425","Myrcia rupicola","Myrtaceae",,"Myrtaceae","EN","Em Perigo","2016"
"Piper oblancifolium Yuncker","275449","Piper oblancifolium","Piperaceae",,"Piperaceae","EX","Extinta","2016"
"Merostachys caucaiana Send.","277112","Merostachys caucaiana","Poaceae",,"Poaceae","CR","Criticamente em Perigo","2016"
"Brachymenium morasicum Besch.","359896","Brachymenium morasicum","Bryaceae",,"Bryaceae","EX","Extinta","2016"
"Myrcia vestita DC.","309468","Myrcia vestita","Myrtaceae",,"Myrtaceae","EN","Em Perigo","2016"
"Erythroxylum catharinense Amaral","332462","Erythroxylum catharinense","Erythroxylaceae",,"Erythroxylaceae","EN","Em Perigo","2016"
"Hibiscus urticifolius A.St.-Hil.",,,,,,"EX","Extinta","2016"
"Piper tectoniifolium Kunth","275551","Piper tectoniifolium","Piperaceae",,"Piperaceae","EX","Extinta","2016"
"Hymenanchne condensata Bertol.",,,,,,"CR","Criticamente em Perigo","2016"
"Begonia undulata Schott","326613","Begonia undulata","Begoniaceae",,"Begoniaceae","EX","Extinta","2016"
"Cattleya tigrina A.Rich.","343221","Cattleya tigrina","Orchidaceae",,"Orchidaceae","EW","EW","2016"
"Stomatanthes dentatus (Gardner) H.Rob.","313415","Stomatanthes dentatus","Asteraceae",,"Asteraceae","VU","Vulnerável","2016"
"Cololejeunea platyneura (Spruce) S.W.Arnell","364252","Cololejeunea platyneura","Lejeuneaceae",,"Lejeuneaceae","EX","Extinta","2016"
"Hibiscus diversifolius Jacq.","336522","Hibiscus diversifolius","Malvaceae",,"Malvaceae","EX","Extinta","2016"
"Maytenus brasiliensis Mart.","329681","Maytenus brasiliensis","Celastraceae",,"Celastraceae","CR","Criticamente em Perigo","2016"
"Brachionidium restrepioides (Hoehne) Pabst","342837","Brachionidium restrepioides","Orchidaceae",,"Orchidaceae","VU","Vulnerável","2016"
"Neoregelia doeringiana L.B.Sm.","327942","Neoregelia doeringiana","Bromeliaceae",,"Bromeliaceae","EX","Extinta","2016"
"Schizachyrium tenerum Nees","277898","Schizachyrium tenerum","Poaceae",,"Poaceae","EN","Em Perigo","2016"
"Persea obovata Nees & Mart.","334876","Persea obovata","Lauraceae",,"Lauraceae","CR","Criticamente em Perigo","2016"
"Serjania hatschbachii Ferrucci","333023","Serjania hatschbachii","Sapindaceae",,"Sapindaceae","EX","Extinta","2016"
"Chamaecrista atroglandulosa (Taub.) H.S.Irwin & Barneby","325773","Chamaecrista atroglandulosa","Fabaceae",,"Fabaceae","EX","Extinta","2016"
"Gomesa concolor (Hook.) M.W.Chase & N.H.Williams","384364","Gomesa concolor","Orchidaceae",,"Orchidaceae","EN","Em Perigo","2016"
"Colanthelia macrostachya (Nees) McClure","276451","Colanthelia macrostachya","Poaceae",,"Poaceae","EX","Extinta","2016"
"Paspalum cinerascens (Döll) A.G.Burman & C.N.Bastos","348834","Paspalum cinerascens","Poaceae",,"Poaceae","CR","Criticamente em Perigo","2016"
"Psychotria prunifolia (Kunth) Steyerm.","306175","Psychotria prunifolia","Rubiaceae",,"Rubiaceae","EN","Em Perigo","2016"
"Anacamptodon cubensis (Sull.) Mitt.","360268","Anacamptodon cubensis","Amblystegiaceae",,"Amblystegiaceae","EX","Extinta","2016"
"Xyris cervii E.D.Lozano & Wand.","393734","Xyris cervii","Xyridaceae",,"Xyridaceae","EN","Em Perigo","2016"
"Alternanthera bahiensis Pedersen","283600","Alternanthera bahiensis","Amaranthaceae",,"Amaranthaceae","VU","Vulnerável","2016"
"Anemia trichorhiza Gardner","298416","Anemia trichorhiza","Anemiaceae",,"Anemiaceae","EN","Em Perigo","2016"
"Cirrhaea fuscolutea Lindl.","362181","Cirrhaea fuscolutea","Orchidaceae",,"Orchidaceae","EN","Em Perigo","2016"
"Sarcoglottis alexandrii Schltr. ex. Mansf.","345718","Sarcoglottis alexandri","Orchidaceae",,"Orchidaceae","EX","Extinta","2016"
"Xyris metallica Klotzsch ex Seub.","310264","Xyris metallica","Xyridaceae",,"Xyridaceae","VU","Vulnerável","2016"
"Habenaria hydrophila Barb.Rodr.","344206","Habenaria hydrophila","Orchidaceae",,"Orchidaceae","EX","Extinta","2016"
"Gochnatia rotundifolia Less.","325406","Gochnatia rotundifolia","Asteraceae",,"Asteraceae","EX","Extinta","2016"
"Miconia picinguabensis R.Goldenb. & A.B.Martins",,,,,,"EN","Em Perigo","2016"
"Octomeria hatschbachii Schltr.","344878","Octomeria hatschbachii","Orchidaceae",,"Orchidaceae","EX","Extinta","2016"
"Alsophila capensis (L.f.) J.Sm.","298857","Alsophila capensis","Cyatheaceae",,"Cyatheaceae","EN","Em Perigo","2016"
"Cheilanthes goyazensis (Taub.) Domin","349711","Cheilanthes goyazensis","Pteridaceae","Animalia","Pteridaceae","EN","Em Perigo","2016"
"Crotalaria otoptera Benth.","318978","Crotalaria otoptera","Fabaceae",,"Fabaceae","VU","Vulnerável","2016"
"Gomesa ciliata (Lindl.) M.W.Chase & N.H.Williams","384521","Gomesa ciliata","Orchidaceae",,"Orchidaceae","VU","Vulnerável","2016"
"Croton sphaerogynus Baill.","358379","Croton sphaerogynus","Euphorbiaceae",,"Euphorbiaceae","VU","Vulnerável","2016"
"Xyris vacillans Malme","351646","Xyris vacillans","Xyridaceae",,"Xyridaceae","EN","Em Perigo","2016"
"Sida acrantha Link","389727","Sida acrantha","Malvaceae",,"Malvaceae","EN","Em Perigo","2016"
"Anagallis barbata (P.Taylor) Kupicha","327194","Anagallis barbata","Primulaceae",,"Primulaceae","EN","Em Perigo","2016"
"Campylopus densicoma (Müll.Hal.) Paris","360455","Campylopus densicoma","Dicranaceae",,"Dicranaceae","EN","Em Perigo","2016"
"Peperomia oreophilla Hensch.","274955","Peperomia oreophila","Piperaceae",,"Piperaceae","EX","Extinta","2016"
"Steinchisma spathellosum (Döll) Renvoize","278064","Steinchisma spathellosum","Poaceae",,"Poaceae","EX","Extinta","2016"
"Wolffia brasiliensis Wedd.","307875","Wolffia brasiliensis","Araceae",,"Araceae","VU","Vulnerável","2016"
"Tabebuia cassinoides (Lam.) DC.","386969","Tabebuia cassinoides","Bignoniaceae",,"Bignoniaceae","EN","Em Perigo","2016"
"Eugenia zuccarinii O.Berg","340855","Eugenia zuccarinii","Myrtaceae",,"Myrtaceae","VU","Vulnerável","2016"
"Piper piritubanum Yuncker","275468","Piper piritubanum","Piperaceae",,"Piperaceae","EX","Extinta","2016"
"Asclepias langsdorfii E.Fourn.","369958","Asclepias langsdorffii","Apocynaceae",,"Apocynaceae","EX","Extinta","2016"
"Simaba glabra Engl.","367273","Simaba glabra","Simaroubaceae",,"Simaroubaceae","EX","Extinta","2016"
"Sinningia piresiana (Hoehne) Chautems","333193","Sinningia piresiana","Gesneriaceae",,"Gesneriaceae","EN","Em Perigo","2016"
"Malaxis jaraguae (Hoehne & Schltr.) Pabst","344617","Malaxis jaraguae","Orchidaceae",,"Orchidaceae","VU","Vulnerável","2016"
"Setaria tenacissima Schrad. ex Schult.","277944","Setaria tenacissima","Poaceae",,"Poaceae","CR","Criticamente em Perigo","2016"
"Sphagnum frahmii H.A.Crum","363033","Sphagnum frahmii","Sphagnaceae",,"Sphagnaceae","VU","Vulnerável","2016"
"Mollinedia luizae Peixoto","339517","Mollinedia luizae","Monimiaceae",,"Monimiaceae","VU","Vulnerável","2016"
"Octomeria lichenicola Barb.Rodr.","344894","Octomeria lichenicola","Orchidaceae",,"Orchidaceae","EN","Em Perigo","2016"
"Rhipsalis dissimilis K. Schum.","368286","Rhipsalis dissimilis","Cactaceae",,"Cactaceae","EN","Em Perigo","2016"
"Habenaria achalensis Kraenzl.","344104","Habenaria achalensis","Orchidaceae",,"Orchidaceae","VU","Vulnerável","2016"
"Myrcia flagellaris (D.Legrand) Sobral","372278","Myrcia flagellaris","Myrtaceae",,"Myrtaceae","VU","Vulnerável","2016"
"Diplusodon ovatus Pohl","321241","Diplusodon ovatus","Lythraceae",,"Lythraceae","EN","Em Perigo","2016"
"Frullania guadalupensis Gottsche ex Steph.","363839","Frullania guadalupensis","Frullaniaceae",,"Frullaniaceae","EX","Extinta","2016"
"Couepia meridionalis Prance","354767","Couepia meridionalis","Chrysobalanaceae",,"Chrysobalanaceae","EX","Extinta","2016"
"Sloanea obtusifolia (Moric.) Schum.","331761","Sloanea obtusifolia","Elaeocarpaceae",,"Elaeocarpaceae","EN","Em Perigo","2016"
"Parinari brasiliensis (Schott) Hook.f.","355176","Parinari brasiliensis","Chrysobalanaceae",,"Chrysobalanaceae","EN","Em Perigo","2016"
"Myrceugenia brevipedicellata (Burret) D.Legrand & Kausel","341046","Myrceugenia brevipedicellata","Myrtaceae",,"Myrtaceae","EN","Em Perigo","2016"
"Eulophia ruwenzoriensis Rendle","362810","Eulophia ruwenzoriensis","Orchidaceae",,"Orchidaceae","EN","Em Perigo","2016"
"Campylopus julaceus A.Jaeger","360485","Campylopus julaceus","Dicranaceae",,"Dicranaceae","VU","Vulnerável","2016"
"Angelonia integerrima Spreng.","275623","Angelonia integerrima","Plantaginaceae",,"Plantaginaceae","EX","Extinta","2016"
"Merostachys abadiana Send.","277084","Merostachys abadiana","Poaceae",,"Poaceae","CR","Criticamente em Perigo","2016"
"Camptosema bellum (Mart. ex Benth.) Benth","318738","Camptosema bellum","Fabaceae",,"Fabaceae","VU","Vulnerável","2016"
"Digitaria corynotricha (Hack.) Henrard","276623","Digitaria corynotricha","Poaceae",,"Poaceae","EN","Em Perigo","2016"
"Epidendrum addae Pabst","343731","Epidendrum addae","Orchidaceae",,"Orchidaceae","VU","Vulnerável","2016"
"Octomeria geraensis Barb.Rodr.","344870","Octomeria geraensis","Orchidaceae",,"Orchidaceae","EX","Extinta","2016"
"Axonopus chrysoblepharis (Lag.) Chase","276143","Axonopus chrysoblepharis","Poaceae",,"Poaceae","EX","Extinta","2016"
"Bromidium hygrometricum (Nees) Nees & Meyen","337040","Bromidium hygrometricum","Poaceae",,"Poaceae","CR","Criticamente em Perigo","2016"
"Leandra uliginosa Brade","338144","Leandra uliginosa","Melastomataceae",,"Melastomataceae","VU","Vulnerável","2016"
"Digitaria neesiana Henrard","348602","Digitaria neesiana","Poaceae",,"Poaceae","EN","Em Perigo","2016"
"Sorghastrum stipoides (Kunth) Nash","277970","Sorghastrum stipoides","Poaceae",,"Poaceae","EX","Extinta","2016"
"Gomphrena elegans Mart.","369639","Gomphrena elegans","Amaranthaceae",,"Amaranthaceae","VU","Vulnerável","2016"
"Ranunculus flagelliformis Sm.","278608","Ranunculus flagelliformis","Ranunculaceae",,"Ranunculaceae","EX","Extinta","2016"
"Ipomoea subrevoluta Choisy","330613","Ipomoea subrevoluta","Convolvulaceae",,"Convolvulaceae","VU","Vulnerável","2016"
"Ipomoea hirsutissima Gardner","330539","Ipomoea hirsutissima","Convolvulaceae",,"Convolvulaceae","EX","Extinta","2016"
"Selaginella mendoncae Hieron.","350243","Selaginella mendoncae","Selaginellaceae",,"Selaginellaceae","VU","Vulnerável","2016"
"Rodriguezia rigida (Lindl.) Rchb.f.","345660","Rodriguezia rigida","Orchidaceae",,"Orchidaceae","VU","Vulnerável","2016"
"Tibouchina serrana P.J.F.Guim. & A.B.Martins","339141","Tibouchina serrana","Melastomataceae",,"Melastomataceae","VU","Vulnerável","2016"
"Piper anostachyum Yuncker","275175","Piper anostachyum","Piperaceae",,"Piperaceae","EN","Em Perigo","2016"
"Mikania stenomeres B.L.Rob.","325718","Mikania stenomeres","Asteraceae",,"Asteraceae","EX","Extinta","2016"
"Solanum spissifolium Sendtn","282012","Solanum spissifolium","Solanaceae",,"Solanaceae","EX","Extinta","2016"
"Eryngium stenophyllum Urb.","330121","Eryngium stenophyllum","Apiaceae",,"Apiaceae","EX","Extinta","2016"
"Luehea conwentizii K. Schum.",,,,,,"VU","Vulnerável","2016"
"Aechmea setigera Mart. ex Shult.","299706","Aechmea setigera","Bromeliaceae",,"Bromeliaceae","EX","Extinta","2016"
"Isoetes bradei Herter","347922","Isoetes bradei","Isoetaceae",,"Isoetaceae","EX","Extinta","2016"
"Tibouchina itatiaiae Cogn.","339020","Tibouchina itatiaiae","Melastomataceae",,"Melastomataceae","VU","Vulnerável","2016"
"Peperomia cooperi C.DC.","274812","Peperomia cooperi","Piperaceae",,"Piperaceae","EX","Extinta","2016"
"Paspalum dedeccae Quarín","277494","Paspalum dedeccae","Poaceae",,"Poaceae","EX","Extinta","2016"
"Calyptranthes curta Sobral & O.Aguiar","291530","Calyptranthes curta","Myrtaceae",,"Myrtaceae","EN","Em Perigo","2016"
"Cariniana legalis (Mart.) Kuntze","334946","Cariniana legalis","Lecythidaceae",,"Lecythidaceae","VU","Vulnerável","2016"
"Clavija spinosa (Vell.) Mez","282227","Clavija spinosa","Primulaceae",,"Primulaceae","EN","Em Perigo","2016"
"Nematanthus monanthos (Vell.) Chautems","333001","Nematanthus monanthos","Gesneriaceae",,"Gesneriaceae","EN","Em Perigo","2016"
"Xyris longifolia Mart.","369327","Xyris longifolia","Xyridaceae",,"Xyridaceae","EX","Extinta","2016"
"Ctenium cirrhosum (Nees) Kunth","276479","Ctenium cirrosum","Poaceae",,"Poaceae","EN","Em Perigo","2016"
"Nidularium minutum Mez","328260","Nidularium minutum","Bromeliaceae",,"Bromeliaceae","VU","Vulnerável","2016"
"Cabomba aquatica Aubl.","329317","Cabomba aquatica","Cabombaceae",,"Cabombaceae","EX","Extinta","2016"
"Gomesa jucunda (Rchb.f.) M.W.Chase & N.H.Williams","370947","Gomesa jucunda","Orchidaceae",,"Orchidaceae","VU","Vulnerável","2016"
"Mimosa myuros Barneby","326012","Mimosa myuros","Fabaceae",,"Fabaceae","VU","Vulnerável","2016"
"Eugenia macahensis O.Berg","340479","Eugenia macahensis","Myrtaceae",,"Myrtaceae","VU","Vulnerável","2016"
"Habenaria galeandriformis Hoehne","344166","Habenaria galeandriformis","Orchidaceae",,"Orchidaceae","EX","Extinta","2016"
"Eugenia catharinensis D.Legrand","340255","Eugenia catharinensis","Myrtaceae",,"Myrtaceae","VU EX","VU EX","2016"
"Austroeupatorium rosmarinaceum (Cabrera & Vittet) R.M.King & H.Rob.","390337","Austroeupatorium rosmarinaceum","Asteraceae",,"Asteraceae","EX","Extinta","2016"
"Epidendrum henschenii Barb.Rodr.","343811","Epidendrum henschenii","Orchidaceae",,"Orchidaceae","EN","Em Perigo","2016"
"Mandevilla fragrans (Staldem.) Woodson","323418","Mandevilla fragrans","Apocynaceae",,"Apocynaceae","EX","Extinta","2016"
"Neomitranthes capivariensis (Mattos) Mattos","341603","Neomitranthes capivariensis","Myrtaceae",,"Myrtaceae","EN","Em Perigo","2016"
"Mostuea muricata Sobral & Lc.Rossi","332622","Mostuea muricata","Gelsemiaceae",,"Gelsemiaceae","VU","Vulnerável","2016"
"Marlierea regeliana O.Berg","340977","Marlierea regeliana","Myrtaceae",,"Myrtaceae","VU","Vulnerável","2016"
"Leandra strigilliflora (Naudin) Cogn.","338105","Leandra strigilliflora","Melastomataceae",,"Melastomataceae","VU","Vulnerável","2016"
"Vriesea taritubensis E.Pereira & I.A.Penna","329180","Vriesea taritubensis","Bromeliaceae",,"Bromeliaceae","VU","Vulnerável","2016"
"Warczewiczella wailesiana (Lindl.) Rchb.f. ex E.Morren","346235","Warczewiczella wailesiana","Orchidaceae",,"Orchidaceae","EN","Em Perigo","2016"
"Paspalum ionanthum Chase","295648","Paspalum ionanthum","Poaceae",,"Poaceae","EN","Em Perigo","2016"
"Vanilla dietschiana Edwall","305638","Vanilla dietschiana","Orchidaceae",,"Orchidaceae","VU","Vulnerável","2016"
"Smilax japicanga Griseb.","281077","Smilax japicanga","Smilacaceae",,"Smilacaceae","VU","Vulnerável","2016"
"Herbstia brasiliana (Moq.) Sohmer","369663","Herbstia brasiliana","Amaranthaceae",,"Amaranthaceae","EX","Extinta","2016"
"Habenaria ernest-ulei Hoehne","362929","Habenaria ernesti-ulei","Orchidaceae",,"Orchidaceae","EX","Extinta","2016"
"Anthurium bocainense Catharino & Nadruz","324199","Anthurium bocainense","Araceae",,"Araceae","VU","Vulnerável","2016"
"Leandra tristis Cogn.","338135","Leandra tristis","Melastomataceae",,"Melastomataceae","EN","Em Perigo","2016"
"Xyris augusto-coburgii Szyszyl. ex Beck","369240","Xyris augusto-coburgii","Xyridaceae",,"Xyridaceae","EN","Em Perigo","2016"
"Paullinia uloptera Radlk.","296615","Paullinia uloptera","Sapindaceae",,"Sapindaceae","VU","Vulnerável","2016"
"Oxalis arachnoidea Progel","274131","Oxalis arachnoidea","Oxalidaceae",,"Oxalidaceae","EN","Em Perigo","2016"
"Lobelia nummularioides Cham.","354551","Lobelia nummularioides","Campanulaceae",,"Campanulaceae","EX","Extinta","2016"
"Eriosema platycarpon Micheli","326346","Eriosema platycarpon","Fabaceae",,"Fabaceae","VU","Vulnerável","2016"
"Miconia urophylla DC.","338570","Miconia urophylla","Melastomataceae",,"Melastomataceae","VU","Vulnerável","2016"
"Peperomia mosenii Dahlst.","274947","Peperomia mosenii","Piperaceae",,"Piperaceae","EX","Extinta","2016"
"Cuphea lutescens Pohl ex Koehne","335543","Cuphea lutescens","Lythraceae",,"Lythraceae","VU","Vulnerável","2016"
"Neoregelia bahiana (Ule) L.B.Sm.","286640","Neoregelia bahiana","Bromeliaceae",,"Bromeliaceae","EX","Extinta","2016"
"Spigelia amplexicaulis E.F.Guimar. & Fontella","335174","Spigelia amplexicaulis","Loganiaceae",,"Loganiaceae","EW","EW","2016"
"Selaginella convoluta (Arn.) Spring","350185","Selaginella convoluta","Selaginellaceae",,"Selaginellaceae","EN","Em Perigo","2016"
"Riccia albopunctata Jovet-Ast","365661","Riccia albopunctata","Ricciaceae",,"Ricciaceae","EX","Extinta","2016"
