"id";"taxonID";"scientificName";"family";"taxonRank";"scientificNameAuthorship";"taxonomicStatus";"countryCode";"threatStatus"
"117459";"117459";"Handroanthus riodocensis";"BIGNONIACEAE";"species";"(A.H.Gentry) S.Grose";"accepted";"BR";"EN"
"117471";"117471";"Handroanthus spongiosus";"BIGNONIACEAE";"species";"(Rizzini) S.Grose";"accepted";"BR";"EN"
"114112";"114112";"Jacaranda carajasensis";"BIGNONIACEAE";"species";"A.H.Gentry";"accepted";"BR";"CR"
"114121";"114121";"Jacaranda crassifolia";"BIGNONIACEAE";"species";"Morawetz";"accepted";"BR";"EN"
"114133";"114133";"Jacaranda egleri";"BIGNONIACEAE";"species";"Sandwith";"accepted";"BR";"CR"
"114141";"114141";"Jacaranda grandifoliolata";"BIGNONIACEAE";"species";"A.H.Gentry";"accepted";"BR";"EN"
"114145";"114145";"Jacaranda intricata";"BIGNONIACEAE";"species";"A.H.Gentry & Morawetz";"accepted";"BR";"CR"
"114154";"114154";"Jacaranda microcalyx";"BIGNONIACEAE";"species";"A.H.Gentry";"accepted";"BR";"EN"
"114186";"114186";"Jacaranda rugosa";"BIGNONIACEAE";"species";"A.H.Gentry";"accepted";"BR";"EN"
"114203";"114203";"Paratecoma peroba";"BIGNONIACEAE";"species";"(Record) Kuhlm.";"accepted";"BR";"EN"
"113797";"113797";"Pleonotoma bracteata";"BIGNONIACEAE";"species";"A.H.Gentry";"accepted";"BR";"VU"
"114213";"114213";"Sparattosperma catingae";"BIGNONIACEAE";"species";"A.H.Gentry";"accepted";"BR";"EN"
"114267";"114267";"Tabebuia cassinoides";"BIGNONIACEAE";"species";"(Lam.) DC.";"accepted";"BR";"EN"
"114468";"114468";"Zeyheria tuberculosa";"BIGNONIACEAE";"species";"(Vell.) Bureau ex Verl.";"accepted";"BR";"VU"
"90786";"90786";"Blechnum andinum";"BLECHNACEAE";"species";"(Baker) C.Chr.";"accepted";"BR";"CR"
"90809";"90809";"Blechnum heringeri";"BLECHNACEAE";"species";"Brade";"accepted";"BR";"VU"
"90836";"90836";"Blechnum sprucei";"BLECHNACEAE";"species";"C.Chr.";"accepted";"BR";"VU"
"120309";"120309";"Blechnum squamipes";"BLECHNACEAE";"species";"(Hieron.) M. Kessler & A.R. Sm.";"accepted";"BR";"EN"
"5755";"5755";"Aechmea alopecurus";"BROMELIACEAE";"species";"Mez";"accepted";"BR";"EN"
"5756";"5756";"Aechmea amicorum";"BROMELIACEAE";"species";"B.R. Silva & H. Luther";"accepted";"BR";"EN"
"5761";"5761";"Aechmea apocalyptica";"BROMELIACEAE";"species";"Reitz";"accepted";"BR";"VU"
"5765";"5765";"Aechmea azurea";"BROMELIACEAE";"species";"L.B.Sm.";"accepted";"BR";"VU"
"5766";"5766";"Aechmea bambusoides";"BROMELIACEAE";"species";"L.B.Sm. & Reitz";"accepted";"BR";"VU"
"5779";"5779";"Aechmea cariocae";"BROMELIACEAE";"species";"L.B.Sm.";"accepted";"BR";"EN"
"5781";"5781";"Aechmea castanea";"BROMELIACEAE";"species";"L.B.Sm.";"accepted";"BR";"EN"
"5795";"5795";"Aechmea depressa";"BROMELIACEAE";"species";"L.B.Sm.";"accepted";"BR";"EN"
"5800";"5800";"Aechmea echinata";"BROMELIACEAE";"species";"(Leme) Leme";"accepted";"BR";"EN"
"5808";"5808";"Aechmea fosteriana";"BROMELIACEAE";"species";"L.B.Sm.";"accepted";"BR";"EN"
"5820";"5820";"Aechmea gustavoi";"BROMELIACEAE";"species";"J.A.Siqueira & Leme";"accepted";"BR";"CR"
"5823";"5823";"Aechmea kertesziae";"BROMELIACEAE";"species";"Reitz";"accepted";"BR";"EN"
"5824";"5824";"Aechmea kleinii";"BROMELIACEAE";"species";"Reitz";"accepted";"BR";"EN"
"5836";"5836";"Aechmea macrochlamys";"BROMELIACEAE";"species";"L.B.Sm.";"accepted";"BR";"EN"
"5838";"5838";"Aechmea marginalis";"BROMELIACEAE";"species";"Leme & J.A.Siqueira";"accepted";"BR";"CR"
"5845";"5845";"Aechmea muricata";"BROMELIACEAE";"species";"(Arruda) L.B.Sm.";"accepted";"BR";"EN"
"5846";"5846";"Aechmea mutica";"BROMELIACEAE";"species";"L.B.Sm.";"accepted";"BR";"EN"
"5849";"5849";"Aechmea orlandiana";"BROMELIACEAE";"species";"L.B.Sm.";"accepted";"BR";"CR"
"5872";"5872";"Aechmea sphaerocephala";"BROMELIACEAE";"species";"Baker";"accepted";"BR";"EN"
"5876";"5876";"Aechmea triangularis";"BROMELIACEAE";"species";"L.B.Sm.";"accepted";"BR";"EN"
"5879";"5879";"Aechmea vanhoutteana";"BROMELIACEAE";"species";"(Van Houtte) Mez";"accepted";"BR";"VU"
"5885";"5885";"Aechmea werdermannii";"BROMELIACEAE";"species";"Harms";"accepted";"BR";"EN"
"5886";"5886";"Aechmea winkleri";"BROMELIACEAE";"species";"Reitz";"accepted";"BR";"CR"
"5889";"5889";"Alcantarea benzingii";"BROMELIACEAE";"species";"Leme";"accepted";"BR";"CR"
"27602";"27602";"Alcantarea duarteana";"BROMELIACEAE";"species";"(L.B.Sm.) J.R.Grant";"accepted";"BR";"EN"
"5895";"5895";"Alcantarea farneyi";"BROMELIACEAE";"species";"(Martinelli & A.F.Costa) J.R.Grant";"accepted";"BR";"CR"
"5896";"5896";"Alcantarea geniculata";"BROMELIACEAE";"species";"(Wawra) J.R.Grant";"accepted";"BR";"EN"
"5897";"5897";"Alcantarea glaziouana";"BROMELIACEAE";"species";"(Leme) J.R.Grant";"accepted";"BR";"EN"
"5899";"5899";"Alcantarea imperialis";"BROMELIACEAE";"species";"(Carriere) Harms";"accepted";"BR";"VU"
"5901";"5901";"Alcantarea nahoumii";"BROMELIACEAE";"species";"(Leme) J.R.Grant";"accepted";"BR";"VU"
"5902";"5902";"Alcantarea nevaresii";"BROMELIACEAE";"species";"(Leme) J.R.Grant";"accepted";"BR";"EN"
"5909";"5909";"Alcantarea vinicolor";"BROMELIACEAE";"species";"(E.Reitz) J.R.Grant";"accepted";"BR";"EN"
"5916";"5916";"Araeococcus montanus";"BROMELIACEAE";"species";"Leme";"accepted";"BR";"EN"
"5924";"5924";"Billbergia brasiliensis";"BROMELIACEAE";"species";"L.B.Sm.";"accepted";"BR";"EN"
"27610";"27610";"Bromelia braunii";"BROMELIACEAE";"species";"Leme & E.Esteves";"accepted";"BR";"CR"
"27618";"27618";"Bromelia macedoi";"BROMELIACEAE";"species";"L.B.Sm.";"accepted";"BR";"VU"
"5963";"5963";"Canistropsis albiflora";"BROMELIACEAE";"species";"(L.B.Sm.) H.Luther & Leme";"accepted";"BR";"VU"
"5967";"5967";"Canistropsis elata";"BROMELIACEAE";"species";"(E.Pereira & Leme) Leme";"accepted";"BR";"CR"
"5975";"5975";"Canistrum alagoanum";"BROMELIACEAE";"species";"Leme & J.A.Siqueira";"accepted";"BR";"EN"
"5976";"5976";"Canistrum aurantiacum";"BROMELIACEAE";"species";"E.Morren";"accepted";"BR";"EN"
"5978";"5978";"Canistrum camacaense";"BROMELIACEAE";"species";"Martinelli & Leme";"accepted";"BR";"EN"
"5979";"5979";"Canistrum fosterianum";"BROMELIACEAE";"species";"L.B.Sm.";"accepted";"BR";"CR"
"5980";"5980";"Canistrum guzmanioides";"BROMELIACEAE";"species";"Leme";"accepted";"BR";"EN"
"5983";"5983";"Canistrum montanum";"BROMELIACEAE";"species";"Leme";"accepted";"BR";"EN"
"5984";"5984";"Canistrum pickelii";"BROMELIACEAE";"species";"(A.Lima & L.B.Sm.) Leme & J.A.Siqueira";"accepted";"BR";"VU"
"5987";"5987";"Canistrum triangulare";"BROMELIACEAE";"species";"L.B.Sm. & Reitz";"accepted";"BR";"EN"
"5998";"5998";"Cryptanthus burle-marxii";"BROMELIACEAE";"species";"Leme";"accepted";"BR";"VU"
"5999";"5999";"Cryptanthus capitatus";"BROMELIACEAE";"species";"Leme";"accepted";"BR";"EN"
"6000";"6000";"Cryptanthus caracensis";"BROMELIACEAE";"species";"Leme & E.Gross";"accepted";"BR";"CR"
"6001";"6001";"Cryptanthus caulescens";"BROMELIACEAE";"species";"I.Ramírez";"accepted";"BR";"EN"
"6003";"6003";"Cryptanthus coriaceus";"BROMELIACEAE";"species";"Leme";"accepted";"BR";"EN"
"6007";"6007";"Cryptanthus dorothyae";"BROMELIACEAE";"species";"Leme";"accepted";"BR";"EN"
"6008";"6008";"Cryptanthus exaltatus";"BROMELIACEAE";"species";"H.Luther";"accepted";"BR";"EN"
"6010";"6010";"Cryptanthus fernseeoides";"BROMELIACEAE";"species";"Leme";"accepted";"BR";"CR"
"6011";"6011";"Cryptanthus fosterianus";"BROMELIACEAE";"species";"L.B.Sm.";"accepted";"BR";"CR"
"6013";"6013";"Cryptanthus glazioui";"BROMELIACEAE";"species";"Mez";"accepted";"BR";"CR"
"6021";"6021";"Cryptanthus maritimus";"BROMELIACEAE";"species";"L.B.Sm.";"accepted";"BR";"EN"
"6023";"6023";"Cryptanthus minarum";"BROMELIACEAE";"species";"L.B.Sm.";"accepted";"BR";"EN"
"6024";"6024";"Cryptanthus odoratissimus";"BROMELIACEAE";"species";"Leme";"accepted";"BR";"EN"
"6030";"6030";"Cryptanthus pseudoscaposus";"BROMELIACEAE";"species";"L.B.Sm.";"accepted";"BR";"EN"
"6033";"6033";"Cryptanthus roberto-kautskyi";"BROMELIACEAE";"species";"Leme";"accepted";"BR";"CR"
"6036";"6036";"Cryptanthus scaposus";"BROMELIACEAE";"species";"E.Pereira";"accepted";"BR";"EN"
"6044";"6044";"Cryptanthus whitmanii";"BROMELIACEAE";"species";"Leme";"accepted";"BR";"CR"
"6045";"6045";"Cryptanthus zonatus";"BROMELIACEAE";"species";"(Visiani) Beer";"accepted";"BR";"VU"
"27629";"27629";"Deuterocohnia meziana";"BROMELIACEAE";"species";"Kuntze ex Mez";"accepted";"BR";"VU"
"6047";"6047";"Dyckia agudensis";"BROMELIACEAE";"species";"Irgang & Sobral";"accepted";"BR";"CR"
"6051";"6051";"Dyckia cabrerae";"BROMELIACEAE";"species";"L.B.Sm. & Reitz";"accepted";"BR";"EN"
"6057";"6057";"Dyckia delicata";"BROMELIACEAE";"species";"Larocca & Sobral";"accepted";"BR";"CR"
"6059";"6059";"Dyckia distachya";"BROMELIACEAE";"species";"Hassl.";"accepted";"BR";"CR"
"34307";"34307";"Dyckia domfelicianensis";"BROMELIACEAE";"species";"Strehl";"accepted";"BR";"CR"
"6062";"6062";"Dyckia fosteriana";"BROMELIACEAE";"species";"L.B.Sm.";"accepted";"BR";"EN"
"6064";"6064";"Dyckia hatschbachii";"BROMELIACEAE";"species";"L.B.Sm.";"accepted";"BR";"CR"
"34321";"34321";"Dyckia ibicuiensis";"BROMELIACEAE";"species";"Strehl";"accepted";"BR";"CR"
"6065";"6065";"Dyckia ibiramensis";"BROMELIACEAE";"species";"Reitz";"accepted";"BR";"EN"
"6068";"6068";"Dyckia maritima";"BROMELIACEAE";"species";"Baker";"accepted";"BR";"EN"
"6072";"6072";"Dyckia monticola";"BROMELIACEAE";"species";"L.B.Sm. & Reitz";"accepted";"BR";"CR"
"6074";"6074";"Dyckia pseudococcinea";"BROMELIACEAE";"species";"L.B.Sm.";"accepted";"BR";"CR"
"27663";"27663";"Dyckia rariflora";"BROMELIACEAE";"species";"Schult. & Schult.f.";"accepted";"BR";"EN"
"6075";"6075";"Dyckia reitzii";"BROMELIACEAE";"species";"L.B.Sm.";"accepted";"BR";"EN"
"6076";"6076";"Dyckia remotiflora";"BROMELIACEAE";"species";"Otto & A.Dietr.";"accepted";"BR";"EN"
"27672";"27672";"Dyckia ursina";"BROMELIACEAE";"species";"L.B.Sm.";"accepted";"BR";"CR"
"34345";"34345";"Eduandrea selloana";"BROMELIACEAE";"species";"(Baker) Leme et al.";"accepted";"BR";"EN"
"27675";"27675";"Encholirium biflorum";"BROMELIACEAE";"species";"(Mez) Forzza";"accepted";"BR";"CR"
"27677";"27677";"Encholirium disjunctum";"BROMELIACEAE";"species";"Forzza";"accepted";"BR";"CR"
"6087";"6087";"Encholirium gracile";"BROMELIACEAE";"species";"L.B.Sm.";"accepted";"BR";"EN"
"27679";"27679";"Encholirium heloisae";"BROMELIACEAE";"species";"(L.B.Sm.) Forzza & Wand.";"accepted";"BR";"EN"
"6088";"6088";"Encholirium horridum";"BROMELIACEAE";"species";"L.B.Sm.";"accepted";"BR";"EN"
"25326";"25326";"Encholirium irwinii";"BROMELIACEAE";"species";"L.B.Sm.";"accepted";"BR";"CR"
"16599";"16599";"Encholirium longiflorum";"BROMELIACEAE";"species";"Leme";"accepted";"BR";"CR"
"25328";"25328";"Encholirium luxor";"BROMELIACEAE";"species";"L.B.Sm. & R.W.Read";"accepted";"BR";"EN"
"27682";"27682";"Encholirium pedicellatum";"BROMELIACEAE";"species";"(Mez) Rauh";"accepted";"BR";"CR"
"27683";"27683";"Encholirium scrutor";"BROMELIACEAE";"species";"(L.B.Sm.) Rauh";"accepted";"BR";"EN"
"27685";"27685";"Encholirium vogelii";"BROMELIACEAE";"species";"Rauh";"accepted";"BR";"CR"
"6090";"6090";"Fernseea bocainensis";"BROMELIACEAE";"species";"E.Pereira & Moutinho";"accepted";"BR";"CR"
"6091";"6091";"Fernseea itatiaiae";"BROMELIACEAE";"species";"(Wawra) Baker";"accepted";"BR";"EN"
"6094";"6094";"Guzmania monostachia";"BROMELIACEAE";"species";"(L.) Rusby ex Mez";"accepted";"BR";"VU"
"6095";"6095";"Guzmania sanguinea";"BROMELIACEAE";"species";"(André) André ex Mez";"accepted";"BR";"EN"
"6102";"6102";"Hohenbergia castellanosii";"BROMELIACEAE";"species";"L.B.Sm. & R.W.Read";"accepted";"BR";"EN"
"6105";"6105";"Hohenbergia correia-araujoi";"BROMELIACEAE";"species";"E.Pereira & Moutinho";"accepted";"BR";"CR"
"6112";"6112";"Hohenbergia littoralis";"BROMELIACEAE";"species";"L.B.Sm.";"accepted";"BR";"EN"
"27625";"27625";"Lapanthus duartei";"BROMELIACEAE";"species";"(L.B.Sm.) Louzada & Versieux";"accepted";"BR";"EN"
"6122";"6122";"Lymania alvimii";"BROMELIACEAE";"species";"(L.B.Sm. & R.W.Read) R.W.Read";"accepted";"BR";"EN"
"6123";"6123";"Lymania azurea";"BROMELIACEAE";"species";"Leme";"accepted";"BR";"EN"
"6124";"6124";"Lymania brachycaulis";"BROMELIACEAE";"species";"(E.Morren ex Baker) L.F.Sousa";"accepted";"BR";"EN"
"6125";"6125";"Lymania corallina";"BROMELIACEAE";"species";"(Brong. ex Beer) R.W.Read";"accepted";"BR";"EN"
"6126";"6126";"Lymania globosa";"BROMELIACEAE";"species";"Leme";"accepted";"BR";"EN"
"6130";"6130";"Lymania spiculata";"BROMELIACEAE";"species";"Leme & Forzza";"accepted";"BR";"CR"
"6134";"6134";"Neoregelia angustibracteolata";"BROMELIACEAE";"species";"E.Pereira & Leme";"accepted";"BR";"CR"
"6142";"6142";"Neoregelia brownii";"BROMELIACEAE";"species";"Leme";"accepted";"BR";"CR"
"6168";"6168";"Neoregelia hoehneana";"BROMELIACEAE";"species";"L.B.Sm.";"accepted";"BR";"EN"
"6171";"6171";"Neoregelia inexspectata";"BROMELIACEAE";"species";"Leme";"accepted";"BR";"EN"
"6178";"6178";"Neoregelia leprosa";"BROMELIACEAE";"species";"L.B.Sm.";"accepted";"BR";"VU"
"6193";"6193";"Neoregelia menescalii";"BROMELIACEAE";"species";"Leme";"accepted";"BR";"EN"
"6198";"6198";"Neoregelia oligantha";"BROMELIACEAE";"species";"L.B.Sm.";"accepted";"BR";"VU"
"6201";"6201";"Neoregelia paulistana";"BROMELIACEAE";"species";"E.Pereira";"accepted";"BR";"EN"
"6202";"6202";"Neoregelia pernambucana";"BROMELIACEAE";"species";"Leme & J.A.Siqueira";"accepted";"BR";"EN"
"6212";"6212";"Neoregelia ruschii";"BROMELIACEAE";"species";"Leme & B.R.Silva";"accepted";"BR";"EN"
"6213";"6213";"Neoregelia sanguinea";"BROMELIACEAE";"species";"Leme";"accepted";"BR";"EN"
"6239";"6239";"Nidularium atalaiaense";"BROMELIACEAE";"species";"E.Pereira & Leme";"accepted";"BR";"EN"
"6240";"6240";"Nidularium azureum";"BROMELIACEAE";"species";"(L.B.Sm.) Leme";"accepted";"BR";"EN"
"6242";"6242";"Nidularium bocainense";"BROMELIACEAE";"species";"Leme";"accepted";"BR";"EN"
"6247";"6247";"Nidularium corallinum";"BROMELIACEAE";"species";"(Leme) Leme";"accepted";"BR";"EN"
"6250";"6250";"Nidularium ferrugineum";"BROMELIACEAE";"species";"Leme";"accepted";"BR";"CR"
"6254";"6254";"Nidularium itatiaiae";"BROMELIACEAE";"species";"L.B.Sm.";"accepted";"BR";"EN"
"6255";"6255";"Nidularium jonesianum";"BROMELIACEAE";"species";"Leme";"accepted";"BR";"EN"
"6256";"6256";"Nidularium kautskyanum";"BROMELIACEAE";"species";"Leme";"accepted";"BR";"EN"
"6260";"6260";"Nidularium mangaratibense";"BROMELIACEAE";"species";"Leme";"accepted";"BR";"CR"
"6262";"6262";"Nidularium minutum";"BROMELIACEAE";"species";"Mez";"accepted";"BR";"VU"
"6263";"6263";"Nidularium organense";"BROMELIACEAE";"species";"Leme";"accepted";"BR";"EN"
"6267";"6267";"Nidularium rosulatum";"BROMELIACEAE";"species";"Ule";"accepted";"BR";"VU"
"6271";"6271";"Nidularium serratum";"BROMELIACEAE";"species";"Leme";"accepted";"BR";"VU"
"6272";"6272";"Nidularium utriculosum";"BROMELIACEAE";"species";"Ule";"accepted";"BR";"VU"
"16616";"16616";"Orthophytum amoenum";"BROMELIACEAE";"species";"(Ule) L.B.Sm.";"accepted";"BR";"EN"
"6282";"6282";"Orthophytum duartei";"BROMELIACEAE";"species";"L.B.Sm.";"accepted";"BR";"EN"
"6285";"6285";"Orthophytum foliosum";"BROMELIACEAE";"species";"L.B.Sm.";"accepted";"BR";"VU"
"6286";"6286";"Orthophytum fosterianum";"BROMELIACEAE";"species";"L.B.Sm.";"accepted";"BR";"EN"
"6288";"6288";"Orthophytum grossiorum";"BROMELIACEAE";"species";"Leme & C.C.Paula";"accepted";"BR";"EN"
"25333";"25333";"Orthophytum humile";"BROMELIACEAE";"species";"L.B.Sm.";"accepted";"BR";"CR"
"6296";"6296";"Orthophytum magalhaesii";"BROMELIACEAE";"species";"L.B.Sm.";"accepted";"BR";"EN"
"6306";"6306";"Orthophytum zanonii";"BROMELIACEAE";"species";"Leme";"accepted";"BR";"CR"
"6308";"6308";"Pitcairnia albiflos";"BROMELIACEAE";"species";"Herb.";"accepted";"BR";"EN"
"25338";"25338";"Pitcairnia bradei";"BROMELIACEAE";"species";"Markgr.";"accepted";"BR";"CR"
"6310";"6310";"Pitcairnia burle-marxii";"BROMELIACEAE";"species";"R.Braga & Sucre";"accepted";"BR";"CR"
"6314";"6314";"Pitcairnia decidua";"BROMELIACEAE";"species";"L.B.Sm.";"accepted";"BR";"EN"
"6315";"6315";"Pitcairnia encholirioides";"BROMELIACEAE";"species";"L.B.Sm.";"accepted";"BR";"EN"
"6317";"6317";"Pitcairnia glaziovii";"BROMELIACEAE";"species";"Baker";"accepted";"BR";"EN"
"6320";"6320";"Pitcairnia limae";"BROMELIACEAE";"species";"L.B.Sm.";"accepted";"BR";"CR"
"6325";"6325";"Portea alatisepala";"BROMELIACEAE";"species";"Philcox";"accepted";"BR";"VU"
"6327";"6327";"Portea fosteriana";"BROMELIACEAE";"species";"L.B.Sm.";"accepted";"BR";"EN"
"6328";"6328";"Portea grandiflora";"BROMELIACEAE";"species";"Philcox";"accepted";"BR";"VU"
"6329";"6329";"Portea kermesina";"BROMELIACEAE";"species";"K.Koch";"accepted";"BR";"EN"
"6330";"6330";"Portea nana";"BROMELIACEAE";"species";"Leme & H.Luther";"accepted";"BR";"EN"
"34454";"34454";"Quesnelia kautskyi";"BROMELIACEAE";"species";"C.M.Vieira";"accepted";"BR";"VU"
"6348";"6348";"Quesnelia seideliana";"BROMELIACEAE";"species";"L.B.Sm.";"accepted";"BR";"EN"
"6363";"6363";"Tillandsia afonsoana";"BROMELIACEAE";"species";"T. Strehl";"accepted";"BR";"CR"
"6364";"6364";"Tillandsia araujei";"BROMELIACEAE";"species";"Mez";"accepted";"BR";"EN"
"6367";"6367";"Tillandsia brachyphylla";"BROMELIACEAE";"species";"Baker";"accepted";"BR";"EN"
"6371";"6371";"Tillandsia crocata";"BROMELIACEAE";"species";"(E.Morren) Baker";"accepted";"BR";"EN"
"6378";"6378";"Tillandsia grazielae";"BROMELIACEAE";"species";"D.Sucre & R.Braga";"accepted";"BR";"EN"
"6379";"6379";"Tillandsia heubergeri";"BROMELIACEAE";"species";"Ehlers";"accepted";"BR";"VU"
"6381";"6381";"Tillandsia jonesii";"BROMELIACEAE";"species";"T. Strehl";"accepted";"BR";"CR"
"6383";"6383";"Tillandsia kautskyi";"BROMELIACEAE";"species";"E.Pereira";"accepted";"BR";"VU"
"6391";"6391";"Tillandsia neglecta";"BROMELIACEAE";"species";"E.Pereira";"accepted";"BR";"CR"
"6398";"6398";"Tillandsia reclinata";"BROMELIACEAE";"species";"E.Pereira & Martinelli";"accepted";"BR";"CR"
"6408";"6408";"Tillandsia sucrei";"BROMELIACEAE";"species";"E.Pereira";"accepted";"BR";"CR"
"6413";"6413";"Tillandsia xiphioides";"BROMELIACEAE";"species";"Ker Gawl.";"accepted";"BR";"EN"
"6416";"6416";"Vriesea altimontana";"BROMELIACEAE";"species";"E.Pereira & Martinelli";"accepted";"BR";"EN"
"6418";"6418";"Vriesea altomacaensis";"BROMELIACEAE";"species";"A.F.Costa";"accepted";"BR";"CR"
"6419";"6419";"Vriesea amadoi";"BROMELIACEAE";"species";"Leme";"accepted";"BR";"CR"
"6420";"6420";"Vriesea amethystina";"BROMELIACEAE";"species";"E.Morren";"accepted";"BR";"CR"
"6422";"6422";"Vriesea arachnoidea";"BROMELIACEAE";"species";"A.F.Costa";"accepted";"BR";"EN"
"6429";"6429";"Vriesea biguassuensis";"BROMELIACEAE";"species";"Reitz";"accepted";"BR";"EN"
"6433";"6433";"Vriesea bleherae";"BROMELIACEAE";"species";"Roth & W. Weber";"accepted";"BR";"CR"
"6434";"6434";"Vriesea botafogensis";"BROMELIACEAE";"species";"Mez";"accepted";"BR";"CR"
"6435";"6435";"Vriesea brassicoides";"BROMELIACEAE";"species";"(Baker) Mez";"accepted";"BR";"EN"
"6438";"6438";"Vriesea cacuminis";"BROMELIACEAE";"species";"L.B.Sm.";"accepted";"BR";"EN"
"6439";"6439";"Vriesea calimaniana";"BROMELIACEAE";"species";"Leme & W.Till";"accepted";"BR";"CR"
"6442";"6442";"Vriesea cearensis";"BROMELIACEAE";"species";"L.B.Sm.";"accepted";"BR";"EN"
"6447";"6447";"Vriesea costae";"BROMELIACEAE";"species";"B.R. Silva & Leme";"accepted";"BR";"CR"
"6452";"6452";"Vriesea delicatula";"BROMELIACEAE";"species";"L.B.Sm.";"accepted";"BR";"VU"
"27711";"27711";"Vriesea diamantinensis";"BROMELIACEAE";"species";"Leme";"accepted";"BR";"EN"
"6456";"6456";"Vriesea eltoniana";"BROMELIACEAE";"species";"E.Pereira";"accepted";"BR";"EN"
"6469";"6469";"Vriesea funebris";"BROMELIACEAE";"species";"L.B.Sm.";"accepted";"BR";"EN"
"6474";"6474";"Vriesea gracilior";"BROMELIACEAE";"species";"(L.B.Sm.) Leme";"accepted";"BR";"VU"
"6478";"6478";"Vriesea harrylutheri";"BROMELIACEAE";"species";"Leme & G.K.Brown";"accepted";"BR";"CR"
"6490";"6490";"Vriesea kautskyana";"BROMELIACEAE";"species";"E.Pereira & I.A.Penna";"accepted";"BR";"VU"
"6493";"6493";"Vriesea leptantha";"BROMELIACEAE";"species";"Harms";"accepted";"BR";"CR"
"6499";"6499";"Vriesea longistaminea";"BROMELIACEAE";"species";"C.C.Paula & Leme";"accepted";"BR";"CR"
"6501";"6501";"Vriesea menescalii";"BROMELIACEAE";"species";"E.Pereira & Leme";"accepted";"BR";"EN"
"6503";"6503";"Vriesea minarum";"BROMELIACEAE";"species";"L.B.Sm.";"accepted";"BR";"EN"
"6508";"6508";"Vriesea monacorum";"BROMELIACEAE";"species";"L.B. Smith";"accepted";"BR";"CR"
"6521";"6521";"Vriesea pastuchoffiana";"BROMELIACEAE";"species";"Glaz.";"accepted";"BR";"EN"
"6524";"6524";"Vriesea penduliflora";"BROMELIACEAE";"species";"L.B.Sm.";"accepted";"BR";"EN"
"6527";"6527";"Vriesea pinottii";"BROMELIACEAE";"species";"Reitz";"accepted";"BR";"EN"
"6536";"6536";"Vriesea racinae";"BROMELIACEAE";"species";"L.B.Sm.";"accepted";"BR";"EN"
"6549";"6549";"Vriesea rubyae";"BROMELIACEAE";"species";"E.Pereira";"accepted";"BR";"CR"
"6552";"6552";"Vriesea saxicola";"BROMELIACEAE";"species";"L.B.Sm.";"accepted";"BR";"EN"
"6553";"6553";"Vriesea sazimae";"BROMELIACEAE";"species";"Leme";"accepted";"BR";"VU"
"6564";"6564";"Vriesea sucrei";"BROMELIACEAE";"species";"L.B.Sm. & R.W.Read";"accepted";"BR";"EN"
"6576";"6576";"Vriesea wawranea";"BROMELIACEAE";"species";"Antoine";"accepted";"BR";"EN"
"6577";"6577";"Vriesea weberi";"BROMELIACEAE";"species";"E.Pereira & I.A.Penna";"accepted";"BR";"CR"
"6584";"6584";"Wittrockia superba";"BROMELIACEAE";"species";"Lindm.";"accepted";"BR";"EN"
"95959";"95959";"Pringleella subulata";"BRUCHIACEAE";"species";"(Müll.Hal.) Broth.";"accepted";"BR";"EN"
"81425";"81425";"Bursera simaruba";"BURSERACEAE";"species";"(L.) Sarg.";"accepted";"BR";"VU"
"22353";"22353";"Dacryodes edilsonii";"BURSERACEAE";"species";"Daly";"accepted";"BR";"EN"
"6590";"6590";"Protium bahianum";"BURSERACEAE";"species";"Daly";"accepted";"BR";"EN"
"116753";"116753";"Protium giganteum var. crassifolium";"BURSERACEAE";"species";"(Engl.) Daly";"accepted";"BR";"VU"
"6597";"6597";"Protium icicariba var. talmonii";"BURSERACEAE";"species";"Daly";"accepted";"BR";"EN"
"116842";"116842";"Protium inodorum";"BURSERACEAE";"species";"Daly";"accepted";"BR";"EN"
"6606";"6606";"Tetragastris occhionii";"BURSERACEAE";"species";"(Rizzini) Daly";"accepted";"BR";"EN"
"6608";"6608";"Trattinnickia ferruginea";"BURSERACEAE";"species";"Kuhlm.";"accepted";"BR";"EN"
"6609";"6609";"Trattinnickia mensalis";"BURSERACEAE";"species";"Daly";"accepted";"BR";"EN"
"1411";"1411";"Arrojadoa bahiensis";"CACTACEAE";"species";"(P.J.Braun & Esteves) N.P.Taylor & Eggli";"accepted";"BR";"EN"
"101413";"101413";"Arrojadoa eriocaulis";"CACTACEAE";"species";"Buining & Brederoo";"accepted";"BR";"EN"
"1418";"1418";"Arthrocereus glaziovii";"CACTACEAE";"species";"(K.Schum.) N.P.Taylor & Zappi";"accepted";"BR";"EN"
"1420";"1420";"Arthrocereus melanurus subsp. magnus";"CACTACEAE";"species";"N.P.Taylor & Zappi";"accepted";"BR";"EN"
"1419";"1419";"Arthrocereus melanurus subsp. melanurus";"CACTACEAE";"species";"(K.Schum.) Diers et al.";"accepted";"BR";"EN"
"1422";"1422";"Arthrocereus melanurus subsp. odorus";"CACTACEAE";"species";"(Ritter) N.P.Taylor & Zappi";"accepted";"BR";"EN"
"1423";"1423";"Arthrocereus rondonianus";"CACTACEAE";"species";"Backeb. & Voll";"accepted";"BR";"EN"
"1427";"1427";"Brasilicereus markgrafii";"CACTACEAE";"species";"Backeb. & Voll";"accepted";"BR";"EN"
