"family";"scientificName";"statusSource";"status";"list";"dispLegal"
"Verbenaceae";"Stachytarpheta tuberculata";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"";"Ameivula sp.";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Velloziaceae";"Vellozia canelinha";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Velloziaceae";"Barbacenia contasana";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Verbenaceae";"Lippia insignis";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Lauraceae";"Ocotea sperata";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Solanaceae";"Schwenckia hyssopifolia";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Rubiaceae";"Faramea bicolor";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Myrtaceae";"Myrcia lughadhae";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Begoniaceae";"Begonia epibaterium";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Begoniaceae";"Begonia goldingiana";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Loganiaceae";"Strychnos setosa";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Asteraceae";"Acritopappus pintoi";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Asteraceae";"Lasiolaena blanchetii";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Convolvulaceae";"Jacquemontia macrocalyx";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Bromeliaceae";"Canistrum montanum";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Poaceae";"Arberella bahiensis";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Fabaceae";"Calliandra paganuccii";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Velloziaceae";"Vellozia furcata";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Annonaceae";"Duguetia restingae";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Sapotaceae";"Manilkara decrescens";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Malvaceae";"Pavonia strictiflora";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Malvaceae";"Helicteres biflexa";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Calophyllaceae";"Kielmeyera cuspidata";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Bignoniaceae";"Sparattosperma catingae";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Fabaceae";"Senegalia olivensana";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Rutaceae";"Conchocarpus hamadryadicus";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Poaceae";"Dichanthelium adenorhachis";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Malvaceae";"Ayenia hirta";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Ericaceae";"Gaylussacia harleyi";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Felidae";"Leopardus pardalis";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Santalaceae";"Acanthosyris paulo-alvinii";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Bignoniaceae";"Mansoa ivanii";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Fabaceae";"Mimosa polydidyma";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Asteraceae";"Trichogonia tombadorensis";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Teiidae";"Ameivula mumbuca";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Amaranthaceae";"Alternanthera multicaulis";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Chrysobalanaceae";"Parinari alvimii";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Lamiaceae";"Oocephalus rigens";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Myrtaceae";"Myrcia cataphyllata";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Amaranthaceae";"Gomphrena chrestoides";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Viperidae";"Bothrops bilineatus";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Ochnaceae";"Ouratea longipes";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Psittacidae";"Ara chloropterus";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Malpighiaceae";"Peixotoa sericea";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Cactaceae";"Arrojadoa marylaniae";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Poaceae";"Raddia distichophylla";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Fabaceae";"Calliandra involuta";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Annonaceae";"Hornschuchia cauliflora";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Malvaceae";"Pavonia goetheoides";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Chrysobalanaceae";"Couepia longipetiolata";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Malpighiaceae";"Heteropterys conformis";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Tropiduridae";"Eurolophosaurus amathites";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Cucurbitaceae";"Gurania wawrei";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Bromeliaceae";"Aechmea digitata";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Bromeliaceae";"Hohenbergia castellanosii";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Erythroxylaceae";"Erythroxylum mattos-silvae";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Asteraceae";"Acritopappus prunifolius";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Turneraceae";"Piriqueta asperifolia";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Chrysobalanaceae";"Hirtella prancei";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Melastomataceae";"Tibouchina tomentulosa";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Orchidaceae";"Koellensteinia spiralis";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Aquifoliaceae";"Ilex mucugensis";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Malvaceae";"Eriotheca dolichopoda";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Xyridaceae";"Xyris morii";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Leiosauridae";"Enyalius erythroceneus";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Verbenaceae";"Lippia bromleyana";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Myrtaceae";"Eugenia azuruensis";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Gonyleptidae";"Giupponia chagasi";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Euphorbiaceae";"Croton thomasii";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Chrysobalanaceae";"Licania bahiensis";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Poaceae";"Olyra bahiensis";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Lecythidaceae";"Eschweilera tetrapetala";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Lutjanidae";"Lutjanus cyanopterus";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Bromeliaceae";"Vriesea exaltata";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Xyridaceae";"Xyris phaeocephala";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Poaceae";"Chusquea clemirae";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Asteraceae";"Verbesina luetzelburgii";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Ophidiidae";"Otophidium chickcharney";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Asteraceae";"Dimerostemma episcopale";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Asteraceae";"Mikania santosii";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Myrtaceae";"Marlierea lealcostae";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Pitheciidae";"Callicebus melanochir";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Malpighiaceae";"Heteropterys jardimii";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Gymnophthalmidae";"Leposoma annectans";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Passifloraceae";"Passiflora timböensis";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Bromeliaceae";"Orthophytum rubrum";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Malvaceae";"Hibiscus peterianus";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Asteraceae";"Senecio harleyi";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Melastomataceae";"Microlicia sincorensis";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Myrtaceae";"Eugenia fissurata";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Eriocaulaceae";"Comanthera harleyi";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Myrtaceae";"Psidium ganevii";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Convolvulaceae";"Ipomoea ana-mariae";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Asteraceae";"Stilpnopappus semirianus";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Malvaceae";"Gaya dentata";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Malvaceae";"Pavonia morii";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Cyperaceae";"Eleocharis obpyriformis";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Malpighiaceae";"Banisteriopsis quadriglandula";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Xyridaceae";"Xyris picea";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Furnariidae";"Acrobatornis fonsecai";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Fabaceae";"Inga pleiogyna";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Bromeliaceae";"Aechmea andersonii";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Rubiaceae";"Pagamea harleyi";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"";"Physeterostemon fiaschii";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Serranidae";"Mycteroperca bonaci";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Symplocaceae";"Symplocos rhamnifolia";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Lauraceae";"Mezilaurus revolutifolia";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Commelinaceae";"Dichorisandra leucophthalmos";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Annonaceae";"Duguetia magnolioidea";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Lucanidae";"Psilodon xerophylicum";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Apocynaceae";"Mandevilla eximia";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Verbenaceae";"Stachytarpheta arenaria";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Lythraceae";"Diplusodon argyrophyllus";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Loganiaceae";"Spigelia kuhlmannii";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Phyllanthaceae";"Phyllanthus gongyloides";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Orchidaceae";"Adamantinia miltonioides";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Asteraceae";"Verbesina baccharifolia";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Poaceae";"Piresia palmula";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Malvaceae";"Pavonia semiserrata";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Bromeliaceae";"Aechmea ramusculosa";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Bromeliaceae";"Vriesea maculosa";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Gymnophthalmidae";"Calyptommatus nicterus";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Teiidae";"Ameivula cyanura";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Erythroxylaceae";"Erythroxylum longisetulosum";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"";"Myrcia pseudovenulosa";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Turneraceae";"Piriqueta nanuzae";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Commelinaceae";"Dichorisandra bahiensis";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Fabaceae";"Inga grazielae";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Fabaceae";"Calliandra debilis";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Poaceae";"Chusquea mirabilis";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"";"Eugenia indistincta";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Bromeliaceae";"Lymania globosa";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Connaraceae";"Connarus portosegurensis";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Malvaceae";"Byttneria cristobaliana";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Euphorbiaceae";"Microstachys revoluta";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Annonaceae";"Duguetia scottmorii";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Gymnophthalmidae";"Calyptommatus sinebrachiatus";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Malvaceae";"Pavonia crispa";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Malvaceae";"Pavonia paucidentata";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"";"Ophthalmolebias perpendiculares";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Melastomataceae";"Microlicia plumosa";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Capparaceae";"Colicodendron martianum";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Gentianaceae";"Schultesia irwiniana";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Brachycephalidae";"Ischnocnema verrucosa";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Apocynaceae";"Mandevilla hatschbachii";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Xyridaceae";"Xyris membranibracteata";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Bromeliaceae";"Vriesea pseudoligantha";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Amaranthaceae";"Gomphrena hatschbachiana";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Metteniusaceae";"Emmotum harleyi";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"";"Iridopelma katiae";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Asteraceae";"Acritopappus catolesensis";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Pitheciidae";"Callicebus coimbrai";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Hylidae";"Sphaenorhynchus bromelicola";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Bromeliaceae";"Lymania brachycaulis";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Malpighiaceae";"Heteropterys bullata";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Acanthaceae";"Aphelandra phrynioides";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Fabaceae";"Chamaecrista punctulifera";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Rubiaceae";"Salzmannia arborea";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Gymnophthalmidae";"Leposoma nanodactylus";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Tityridae";"Laniocera hypopyrra";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Iridaceae";"Neomarica unca";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Bromeliaceae";"Araeococcus montanus";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Melastomataceae";"Marcetia bahiana";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Chrysobalanaceae";"Licania santosii";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Malvaceae";"Eriotheca bahiensis";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Bromeliaceae";"Aechmea canaliculata";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Bromeliaceae";"Portea grandiflora";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Orchidaceae";"Oncidium schwambachii";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Decreto Estadual 1499-R"
"Orchidaceae";"Pleurothallis lingua";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Espirito Santo";"Decreto Estadual 1499-R"
"Arnelliaceae";"Gongylanthus liebmannianus";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Decreto Estadual 1499-R"
"Cyperaceae";"Bulbostylis nesiotis";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Espirito Santo";"Decreto Estadual 1499-R"
"Rubiaceae";"Genipa infundibuliformis";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Decreto Estadual 1499-R"
"Orobanchaceae";"Nothochilus coccineus";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Espirito Santo";"Decreto Estadual 1499-R"
"Vitaceae";"Cissus paucinervia";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Decreto Estadual 1499-R"
"Marantaceae";"Monotagma plurispicatum";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Decreto Estadual 1499-R"
"Bromeliaceae";"Billbergia lymanii";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Decreto Estadual 1499-R"
"";"Metzgeria suaneura ";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Decreto Estadual 1499-R"
"Orchidaceae";"Anathallis kautskyi";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Espirito Santo";"Decreto Estadual 1499-R"
"Chrysobalanaceae";"Couepia belemii";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Decreto Estadual 1499-R"
"Bromeliaceae";"Vriesea neoglutinosa";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Decreto Estadual 1499-R"
"Lentibulariaceae";"Utricularia foliosa";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Decreto Estadual 1499-R"
"Cactaceae";"Melocactus violaceus";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Decreto Estadual 1499-R"
"Humiriaceae";"Humiriastrum spiritu-sancti";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Decreto Estadual 1499-R"
"Aspleniaceae";"Asplenium praemorsum";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Decreto Estadual 1499-R"
"Araceae";"Anthurium coriaceum";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Decreto Estadual 1499-R"
"Bromeliaceae";"Nidularium serratum";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Decreto Estadual 1499-R"
"Melastomataceae";"Miconia octopetala";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Decreto Estadual 1499-R"
"Vochysiaceae";"Vochysia riedeliana";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Decreto Estadual 1499-R"
"Orchidaceae";"Epidendrum chlorinum";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Decreto Estadual 1499-R"
"Melastomataceae";"Miconia amoena";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Decreto Estadual 1499-R"
"Araceae";"Anthurium longifolium";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Decreto Estadual 1499-R"
"Bromeliaceae";"Billbergia lietzei";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Decreto Estadual 1499-R"
"Gesneriaceae";"Nematanthus lanceolatus";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Decreto Estadual 1499-R"
"Orchidaceae";"Anathallis montipelladensis";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Decreto Estadual 1499-R"
"Orchidaceae";"Dungsia kautskyi";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Espirito Santo";"Decreto Estadual 1499-R"
"Piperaceae";"Piper casteloense";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Espirito Santo";"Decreto Estadual 1499-R"
"Polypodiaceae";"Polypodium monoides";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Decreto Estadual 1499-R"
"Araceae";"Anthurium xanthophylloides";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Decreto Estadual 1499-R"
