"nome_cientifico";"status_conservacao";"fonte";"lista";"dispositivo_legal"
"Alternanthera praelonga";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Alternanthera hirtula";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Alternanthera malmeana";"Criticamente em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Alternanthera reineckii";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Alternanthera tenella";"Vulnerável";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Amaranthus rosengurtii";"Criticamente em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Blutaparon portulacoides";"Vulnerável";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Celosia grandifolia";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Chamissoa altissima";"Vulnerável";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Froelichia tomentosa";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Gomphrena pulchella";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Gomphrena schlechtendaliana";"Criticamente em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Gomphrena sellowiana";"Criticamente em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Hebanthe eriantha";"Criticamente em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Pfaffia glomerata";"Vulnerável";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Pseudoplantago friesii";"Criticamente em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Quaternella glabratoides";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Sarcocornia fruticosa";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Sarcocornia perennis";"Criticamente em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Hippeastrum angustifolium";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Hippeastrum breviflorum";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Hippeastrum papilio";"Criticamente em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Hippeastrum santacatarina";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Zephyranthes americana";"Vulnerável";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Myracrodruon balansae";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Annona cacans";"Vulnerável";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Annona emarginata";"Vulnerável";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Annona glabra";"Criticamente em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Annona maritima";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Annona neosericea";"Criticamente em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Duguetia lanceolata";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Guatteria australis";"Vulnerável";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Xylopia brasiliensis";"Criticamente em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Eryngium dorae";"Criticamente em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Eryngium dusenii";"Criticamente em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Eryngium falcifolium";"Criticamente em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Eryngium ramboanum";"Criticamente em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Eryngium smithii";"Vulnerável";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Eryngium urbanianum";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Eryngium zosterifolium";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Araujia angustifolia";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Araujia brachystephana";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Araujia odorata";"Criticamente em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Aspidosperma quebracho-blanco";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Aspidosperma riedelii";"Criticamente em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Fischeria stellata";"Vulnerável";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Funastrum flavum";"Criticamente em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Gyrostelma bornmulleri";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Macroscepis dutrae";"Criticamente em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Mandevilla coccinea";"Vulnerável";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Mandevilla funiformis";"Criticamente em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Mandevilla velame";"Criticamente em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Marsdenia montana";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Matelea denticulata";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Matelea dusenii";"Criticamente em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Jobinia latipes";"Criticamente em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Oxypetalum argentinum";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Oxypetalum balansae";"Criticamente em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Oxypetalum banksii";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Oxypetalum coccineum";"Vulnerável";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Oxypetalum commersonianum";"Vulnerável";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Oxypetalum crispum";"Vulnerável";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Oxypetalum dusenii";"Criticamente em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Oxypetalum erectum";"Vulnerável";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Oxypetalum insigne";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Oxypetalum macrolepis";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Oxypetalum microphyllum";"Vulnerável";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Oxypetalum molle";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Oxypetalum muticum";"Criticamente em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Oxypetalum pedicellatum";"Vulnerável";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Oxypetalum stipatum";"Vulnerável";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Oxypetalum sylvestre";"Vulnerável";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Peplonia axillaris";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Rauvolfia sellowii";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Temnadenia odorifera";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Asterostigma reticulatum";"Vulnerável";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Mangonia tweediana";"Criticamente em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Aralia warmingiana";"Vulnerável";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Oreopanax fulvus";"Vulnerável";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Butia catarinensis";"Criticamente em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Butia eriospatha";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Butia exilata";"Criticamente em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Butia lallemantii";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Butia odorata";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Butia paraguayensis";"Criticamente em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Butia witeckii";"Criticamente em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Butia yatay";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Euterpe edulis";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Geonoma gamiova";"Vulnerável";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Geonoma schottiana";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Trithrinax acanthocoma";"Criticamente em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Trithrinax brasiliensis";"Criticamente em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Aristolochia curviflora";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Aristolochia robertii";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Clara gracilis";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Clara ophiopogonoides";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Clara stricta";"Vulnerável";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Acmella pusilla";"Criticamente em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Aldama guaranitica";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Aldama knobiana";"Criticamente em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Aldama meridionalis";"Criticamente em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Aldama santacatarinensis";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Aldama tuberosa";"Criticamente em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Ambrosia scabra";"Criticamente em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Aspilia pascalioides";"Criticamente em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Asteropsis megapotamica";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Baccharis albilanosa";"Criticamente em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Baccharis deblei";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Baccharis hyemalis";"Vulnerável";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Baccharis hypericifolia";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Baccharis multifolia";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Baccharis napaea";"Criticamente em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Baccharis sphagnophila";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Calea clematidea";"Vulnerável";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Calea kristiniae";"Vulnerável";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Chaptalia arechavaletae";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Chaptalia cordifolia";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Chaptalia graminifolia";"Vulnerável";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Chaptalia ignota";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Dasyphyllum synacanthum";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Dimerostemma grisebachii";"Vulnerável";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Dimerostemma tenuifolium";"Vulnerável";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Eupatorium angusticeps";"Vulnerável";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Grindelia atlantica";"Criticamente em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Grindelia gaucha";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Helenium radiatum";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Holocheilus hieracioides";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Holocheilus monocephalus";"Criticamente em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Hymenoxys tweediei";"Criticamente em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Hysterionica pinnatiloba";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Ianthopappus corymbosus";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Isostigma crithmifolium";"Criticamente em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Isostigma peucedanifolium";"Vulnerável";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Jaumea linearifolia";"Criticamente em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Melanthera latifolia";"Criticamente em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Mikania anethifolia";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Mikania capricorni";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Mikania chlorolepis";"Vulnerável";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Mikania clematidifolia";"Criticamente em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Mikania decumbens";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Mikania dusenii";"Criticamente em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Mikania hemisphaerica";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Mikania lindleyana";"Vulnerável";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Mikania lundiana";"Criticamente em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Mikania microptera";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Mikania oblongifolia";"Criticamente em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Mikania oreophila";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Mikania periplocifolia";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Mikania rufescens";"Criticamente em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Mikania salviifolia";"Vulnerável";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Mikania smaragdina";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Mikania trinervis";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Mikania ulei";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Mikania variifolia";"Vulnerável";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Mikania viminea";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Moquiniastrum cinereum";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Moquiniastrum mollissimum";"Criticamente em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Moquiniastrum polymorphum subsp. floccosum";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Moquiniastrum ramboi";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Moquiniastrum sordidum";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Pamphalea araucariophila";"Vulnerável";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Pamphalea blupeurifolia";"Vulnerável";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Pamphalea cardaminifolia";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Pamphalea commersonii";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Pamphalea maxima";"Criticamente em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Pamphalea missionum";"Criticamente em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Pamphalea ramboi";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Pamphalea smithii";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Perezia multiflora ssp. sonchifolia";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Perezia squarrosa ssp. cubataensis";"Vulnerável";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Perezia squarrosa ssp. squarrosa";"Criticamente em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Porophyllum linifolium";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Senecio heteroschizus";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Senecio promatensis";"Criticamente em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Smallanthus araucariophilus";"Criticamente em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Smallanthus riograndensis";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Trichocline catharinensis var. discolor";"Vulnerável";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Trichocline cisplatina";"Vulnerável";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Trichocline humilis";"Criticamente em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Trichocline incana";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Trichocline macrocephala";"Em Perigo";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
"Trixis pallida";"Vulnerável";"RS";"Lista Flora Ameaçada Rio Grande do Sul";"Decreto Estadual 51/2014"
